DisplayName	JournalId	issn
Progress in Cardiovascular Diseases	192202259	00330620
Applied Acoustics	971171794	0003682X
Epidemics	24717195	17554365
Corrosion Science	96167972	0010938X
Journal of Systems Architecture	127660348	13837621
Wilderness & Environmental Medicine	131078631	10806032
Medical Dosimetry	137163093	09583947
Vehicular Communications	2480748589	22142096
Journal of Oncological Sciences	2898537173	24523364
Polar Science	14279969	18739652
Computer Speech & Language	91252481	08852308
Advances in Chronic Kidney Disease	121181480	15485595
European Journal of Vascular and Endovascular Surgery	138569045	10785884
Chemical Geology	141585851	00092541
Information Systems	193006928	03064379
Ore Geology Reviews	29724373	01691368
Marine Structures	97691390	09518339
Inorganica Chimica Acta	112227793	00201693
Frontiers in Neuroendocrinology	178650970	00913022
Cor et vasa	2754540703	00108650
Alexandria journal of medicine	2764586105	20905068
Obesity Medicine	2898532908	24518476
Journal of Vocational Behavior	25746158	00018791
Cancer Epidemiology	71791848	18777821
Operative Techniques in Thoracic and Cardiovascular Surgery	93988828	15222942
Transplant Immunology	155393248	09663274
Agricultural Systems	157560195	0308521X
Journal of Archaeological Science	190270160	03054403
Journal of Colloid and Interface Science	204609040	00219797
Journal of Sport and Health Science	2485047394	20952546
Manufacturing letters	2764828758	22138463
Progress in Nuclear Magnetic Resonance Spectroscopy	11006672	00796565
Microporous and Mesoporous Materials	52195378	13871811
Alzheimers & Dementia	108427512	15525260
Journal of Empirical Finance	145875555	09275398
Ecological Informatics	195809937	15749541
Health policy and technology	2764671021	22118837
IDCases	2898460781	22142509
Journal of International Economics	198098467	00221996
Defence Technology	2736621015	22149147
Journal of energy storage	2764865925	2352152X
Water Resources and Economics	2898304895	22124284
Combustion and Flame	32869529	00102180
International Journal of Hygiene and Environmental Health	83450999	14384639
Protist	103897674	14344610
Annals of Emergency Medicine	116012647	01960644
Radiography	127482523	10788174
Gender Medicine	184238227	15508579
Experimental and Toxicologic Pathology	93526581	09402993
Schizophrenia Research	144105592	09209964
Wound Medicine	2764419787	22139095
Journal of Archaeological Science: Reports	2764743818	2352409X
Ecotoxicology and Environmental Safety	13733787	01476513
Mental Health and Physical Activity	112317789	17552966
Neurotoxicology	115834843	0161813X
Annals of Vascular Surgery	124584150	08905096
Biocybernetics and Biomedical Engineering	137309422	02085216
Gene Reports	2765063225	24520144
Electoral Studies	124584455	02613794
Journal of Economics and Business	145099083	01486195
Information Economics and Policy	169221615	01676245
Food bioscience	2764726840	22124292
Archaeological Research in Asia	2898610133	23522267
Talanta	124795565	00399140
International Journal of Electrical Power & Energy Systems	168377509	01420615
Placenta	171513543	01434004
International Journal of Production Economics	184816971	09255273
Optical Materials	199247034	09253467
Neurobiology of Aging	284573	01974580
Journal of Stored Products Research	85016161	0022474X
Journal of Arid Environments	128210042	01401963
Acta Pharmaceutica Sinica B	2736993989	22113835
Heartrhythm Case Reports	2765045535	22140271
Journal of Combinatorial Theory, Series B	2939117604	00958956
Agricultural and Forest Meteorology	17729819	01681923
Current Opinion in Chemical Biology	35563517	13675931
Advances in Life Course Research	42023019	10402608
Best Practice & Research Clinical Endocrinology & Metabolism	63781308	1521690X
Orthopedic Clinics of North America	86906467	00305898
Fuel Processing Technology	112051168	03783820
Anaesthesia & Intensive Care Medicine	148355361	14720299
Comptes Rendus Chimie	176166730	16310748
Nuclear and Particle Physics Proceedings	2898370247	24056014
Intelligence	3225087	01602896
Annual Reviews in Control	54761077	13675788
Russian Geology and Geophysics	124442846	10687971
Journal of Multivariate Analysis	133905466	0047259X
Annales De Chirurgie Vasculaire	29683681	02992213
Child Abuse & Neglect	53055215	01452134
Journal of the American Medical Directors Association	132839637	15258610
Journal of Solid State Chemistry	168898714	00224596
Diabetes Research and Clinical Practice	171311646	01688227
International Review of Economics Education	2898493939	14773880
Journal of Visceral Surgery	3330943	18787886
International Journal of Infectious Diseases	35071406	12019712
Journal of Great Lakes Research	132336575	03801330
High Energy Density Physics	146547478	15741818
Field Crops Research	148071443	03784290
English for Specific Purposes	152281954	08894906
Analytic Methods in Accident Research	2898450762	22136657
Topology and its Applications	20133105	01668641
International Journal of Forecasting	39841227	01692070
European Journal of Pharmaceutics and Biopharmaceutics	122302516	09396411
Nutrition Research	123713480	02715317
Palaeogeography, Palaeoclimatology, Palaeoecology	159210951	00310182
Industrial Marketing Management	31748134	00198501
Journal of Molecular Biology	46058472	00222836
Marine Genomics	107001494	18747787
Current Applied Physics	159232998	15671739
Biotechnology Advances	160877137	07349750
Arabian Journal of Chemistry	2357026	18785352
Atmospheric Environment	2400914	13522310
Virology	6147291	00426822
Geochimica et Cosmochimica Acta	7538555	00167037
Journal of Plant Physiology	148694123	01761617
Signal Processing	154637859	01651684
Journal of Pharmaceutical and Biomedical Analysis	174893293	07317085
Journal of Reproductive Health and Medicine	2898377092	2214420X
Ocean Engineering	76910236	00298018
Marine and Petroleum Geology	93565542	02648172
Clinical Colorectal Cancer	112974357	15330028
Nonlinear Analysis-real World Applications	114104845	14681218
Journal of African Earth Sciences	125636905	1464343X
Journal of Experimental Child Psychology	201005279	00220965
Journal of Historical Geography	202848731	03057488
Case Studies in Engineering Failure Analysis	2764504438	22132902
Environment International	143381477	01604120
Atmospheric Research	171488675	01698095
Biotribology	2898172099	23525738
International Journal of Oral and Maxillofacial Surgery	38907727	09015027
Theoretical and Applied Mechanics Letters	2764471977	20950349
Nuclear materials and energy	2764871868	23521791
Nuclear Medicine and Biology	24354371	09698051
Acta Ecologica Sinica	60589374	18722032
Annales De Chirurgie	115308870	00033944
International Review of Law and Economics	121409115	01448188
Computers and Composition	122239074	87554615
Oral Science International	2764700489	13488643
Statistics & Probability Letters	9424914	01677152
Livestock Science	14620535	18711413
Flow Measurement and Instrumentation	46058507	09555986
Coastal Engineering	71934726	03783839
International Journal of Industrial Ergonomics	92539022	01698141
Brain Research	96638545	00068993
Optics and Lasers in Engineering	102728161	01438166
Thrombosis Research	134546602	00493848
Micron	141109035	09684328
Environmental and Experimental Botany	202986090	00988472
Marine Geology	5042006	00253227
Clinical Neurophysiology	38337076	13882457
Seminars in Diagnostic Pathology	60735155	07402570
Immunology Letters	71256826	01652478
Science of The Total Environment	86852077	00489697
Journal of Chemical Health and Safety	171495509	18715532
Acta Biomaterialia	173145877	17427061
Transportation Research Part E-logistics and Transportation Review	173966628	13665545
Anaerobe	187465954	10759964
Transportation geotechnics	2764755947	22143912
Clinical Skin Cancer	2898156357	24058645
OpenNano	2898377343	23529520
Protein Expression and Purification	9184782	10465928
Mendeleev Communications	19676749	09599436
Quaternary International	68052730	10406182
Planetary and Space Science	105500771	00320633
Statistical Methodology	120888908	15723127
Trends in Microbiology	587692	0966842X
Neoplasia	20008548	14765586
Clinical Lung Cancer	32518486	15257304
Journal of Cardiac Failure	67869649	10719164
International Journal of Adhesion and Adhesives	86637577	01437496
Photodiagnosis and Photodynamic Therapy	92638099	15721000
Mechanical Systems and Signal Processing	128368299	08883270
Gastroenterology	143352558	00165085
Life Sciences	175775512	00243205
Journal of Indian College of Cardiology	2764385184	15618811
Journal of Forensic and Legal Medicine	10107356	1752928X
Advances in Accounting	27001385	08826110
Aquatic Botany	61969038	03043770
Land Use Policy	80485027	02648377
Newborn and Infant Nursing Reviews	80596446	15273369
Catalysis Today	117279562	09205861
Studies in Educational Evaluation	126127421	0191491X
Journal of the Neurological Sciences	169054600	0022510X
Progress in Histochemistry and Cytochemistry	75174231	00796336
Colloids and Surfaces A: Physicochemical and Engineering Aspects	94313546	09277757
International Review of Economics & Finance	168273071	10590560
Annals of Physics	173877794	00034916
Journal of Luminescence	188673600	00222313
Materialia	2898317371	25891529
Toxicologie Analytique et Clinique	2898414893	23520078
Learning and Individual Differences	9267903	10416080
Journal of Housing Economics	57862637	10511377
Contemporary Clinical Trials	63040059	15517144
Global and Planetary Change	63048404	09218181
Biologicals	110177920	10451056
Metamaterials	130561736	18731988
Der Zoologische Garten	1844242	00445169
American Journal of Obstetrics and Gynecology	122347013	00029378
Physica Medica	138998826	11201797
Journal of Nuclear Materials	149516416	00223115
Microchemical Journal	151030190	0026265X
Clinical Therapeutics	185879095	01492918
Asian Journal of Urology	2764572459	22143882
The Egyptian Heart Journal	2764808870	11102608
Parallel Computing	112708030	01678191
Deep-sea Research Part I-oceanographic Research Papers	113880702	09670637
Journal of Inorganic Biochemistry	155362585	01620134
Ultrasonics	168745376	0041624X
Current Opinion in Structural Biology	175155502	0959440X
International Journal of Antimicrobial Agents	5248501	09248579
Journal of Financial Intermediation	5984737	10429573
Clinics in Chest Medicine	42926609	02725231
Geothermics	68581467	03756505
International Journal of Project Management	69872077	02637863
Mycoscience	85891262	13403540
Cell	110447773	00928674
Solar Energy Materials and Solar Cells	166040772	09270248
The Journal of Pain	194302669	15265900
Current opinion in behavioral sciences	2764598273	23521546
Joint Bone Spine	8204489	1297319X
Neural Networks	123019304	08936080
Annals of Allergy Asthma & Immunology	153558830	10811206
International Journal of Educational Research	156367897	08830355
International Journal of Coal Geology	6747076	01665162
Seminars in Arthroplasty	28165575	10454527
Bioorganic & Medicinal Chemistry Letters	30970080	0960894X
Reinforced Plastics	123917824	00343617
Journal of The Taiwan Institute of Chemical Engineers	156280905	18761070
Biochemical Engineering Journal	168210271	1369703X
Advances in Surgery	170839452	00653411
Progress in Pediatric Cardiology	187747600	10589813
International Journal of Research in Marketing	11810700	01678116
Sleep Medicine	183718435	13899457
Displays	191329154	01419382
European Journal of Oncology Nursing	198387837	14623889
Journal of environmental chemical engineering	2764859491	22133437
Biomedical Signal Processing and Control	8427965	17468094
Annals of Tourism Research	51885707	01607383
Chinese Journal of Chemical Engineering	78268018	10049541
Feuillets De Radiologie	111936214	01819801
Advances in Space Research	113313948	02731177
Ecological Engineering	134185576	09258574
Nurse Leader	173466246	15414612
Computers & Fluids	195914795	00457930
Operative Techniques in Orthopaedics	59748391	10486666
Radiotherapy and Oncology	144507673	01678140
Artificial Intelligence	196139623	00043702
DNA Repair	3892243	15687864
Clinical Pediatric Emergency Medicine	11015518	15228401
Journal of Food Composition and Analysis	25323420	08891575
Journal of Herbal Medicine	184565882	22108033
Sexual medicine reviews	2764906504	20500521
Discrete Mathematics	18902827	0012365X
Economics Letters	36178057	01651765
Thin Solid Films	84339699	00406090
Advances in Water Resources	145524021	03091708
Biochemical Pharmacology	185534594	00062952
Neuroscience Letters	203050076	03043940
Habitat International	203773155	01973975
Journal of materials research and technology	2765010971	22387854
Expert Systems With Applications	13144211	09574174
Computers in Biology and Medicine	44278595	00104825
European Economic Review	69338747	00142921
Fire Safety Journal	160215590	03797112
Physics Letters B	173952182	03702693
Applied Radiation and Isotopes	185347286	09698043
International Journal of Marine Energy	2764471554	22141669
Clinical Queries: Nephrology	2898517533	22119477
Journal of Monetary Economics	6711363	03043932
Applied Numerical Mathematics	24251679	01689274
International Journal of Accounting Information Systems	38901890	14670895
Journal of Economic Theory	149131268	00220531
Journal of Manufacturing Systems	201698446	02786125
Reproductive Biology	2493898138	1642431X
Fisheries Research	20111203	01657836
Legal Medicine	79241581	13446223
Progress in Materials Science	88404446	00796425
Expositiones Mathematicae	117734409	07230869
The Electricity Journal	135262353	10406190
Journal of clinical orthopaedics and trauma	2764780756	09765662
Surfaces and Interfaces	2764987357	24680230
Meta Gene	2898106244	22145400
Clinical Biochemistry	17140621	00099120
Physica B-condensed Matter	34296711	09214526
Environmental Science & Policy	39803240	14629011
Molecular Immunology	92126311	01615890
Middle East Fertility Society Journal	133968747	11105690
Journal of Clinical Anesthesia	155967237	09528180
Seminars in Ultrasound Ct and Mri	183103325	08872171
Current Opinion in Electrochemistry	2764372282	24519103
Plant Gene	2898280453	23524073
Journal of Hepatology	83651209	01688278
Archives of Physical Medicine and Rehabilitation	110924429	00039993
Telecommunications Policy	120991925	03085961
Current Opinion in Environmental Sustainability	153840704	18773435
Teaching and Learning in Nursing	167068830	15573087
ICT Express	2898368220	24059595
Physiological and Molecular Plant Pathology	54634327	08855765
Reports on Mathematical Physics	157748989	00344877
Polymer	186054908	00323861
International Journal of Developmental Neuroscience	198195568	07365748
Journal of Natural Gas Science and Engineering	125705681	18755100
Mechanisms of Development	137434647	09254773
Journal of Urban Economics	147692640	00941190
Fuel	164770093	00162361
Resource and Energy Economics	165058066	09287655
Journal of Biotechnology	182099265	01681656
Clinics and Research in Hepatology and Gastroenterology	2481910785	22107401
FlatChem	2898578437	24522627
Engineering Fracture Mechanics	17983605	00137944
Metal Finishing	58500416	00260576
Contemporary Educational Psychology	64506217	0361476X
International Journal of Obstetric Anesthesia	79567042	0959289X
New Astronomy	102436923	13841076
Fuel and Energy Abstracts	133353349	01406701
Applied Soft Computing	140556538	15684946
Clinical Immunology	37169408	15216616
Heart & Lung	85505639	01479563
Journal of Renal Nutrition	112180171	10512276
Peptides	120382301	01969781
Safety Science	123149298	09257535
Immunology and Allergy Clinics of North America	127434156	08898561
Biocatalysis and agricultural biotechnology	2764378920	18788181
Carbohydrate Research	34126442	00086215
Research in Transportation Economics	39263009	07398859
Medical Engineering & Physics	52939411	13504533
Biology of Blood and Marrow Transplantation	59987174	10838791
Pharmacology & Therapeutics	83493678	01637258
Epilepsy & Behavior	109517664	15255050
City, culture and society	2764821314	18779166
Journal of Photochemistry and Photobiology C-photochemistry Reviews	143106029	13895567
Review of Economic Dynamics	163499366	10942025
Ophthalmology Glaucoma	2898297012	25894196
The Journal of Urology	30525748	00225347
Optical Switching and Networking	48659482	15734277
Journal of The National Medical Association	66414671	00279684
Progress in Polymer Science	119685760	00796700
Topology	143014084	00409383
Journal of Accounting Education	6243863	07485751
Advances in Medical Sciences	57025993	18961126
Current Opinion in Genetics & Development	116174365	0959437X
The Extractive Industries and Society	2765074323	2214790X
Structures	2898442875	23520124
Growth Hormone & Igf Research	3076596	10966374
Orthodontic Waves	13630819	13440241
Journal of Thermal Biology	39195600	03064565
Computers & Geosciences	61699894	00983004
Journal of Asian Economics	69458508	10490078
Aquaculture	104261359	00448486
Developmental Review	122700532	02732297
Journal of Operations Management	142306484	02726963
Mathematical Social Sciences	149064342	01654896
Carbon	188605413	00086223
Journal of water process engineering	2764434589	22147144
Materials Science and Engineering: C	43139658	09284931
Journal of Financial Markets	127646213	13864181
Experimental Neurology	165592611	00144886
Aquatic Toxicology	183233548	0166445X
Case Studies in Construction Materials	2764881959	22145095
Food Policy	63571384	03069192
Scripta Materialia	105962883	13596462
Cardiology Clinics	173320517	07338651
Value in Health	678965	10983015
Construction and Building Materials	29980478	09500618
Journal of Business Venturing	66201313	08839026
Journal of Hospital Infection	87161179	01956701
Cognition	88198767	00100277
Composites Part A-applied Science and Manufacturing	96365333	1359835X
Research in Economics	156260212	10909443
Transportation Research Part A-policy and Practice	159637997	09658564
Forest Ecology and Management	195255895	03781127
Clinics in Dermatology	195740279	0738081X
International journal of disaster risk reduction	2764830010	22124209
Acupuncture and Related Therapies	2898303129	22117660
Computers & Education	29817078	03601315
Journal of Environmental Radioactivity	76547072	0265931X
Cognitive Systems Research	96254641	13890417
Clinical Chiropractic	189771566	14792354
Seminars in Hematology	56632351	00371963
American Journal of Orthodontics and Dentofacial Orthopedics	67147237	08895406
International Journal of Mechanical Sciences	72716621	00207403
Experimental Parasitology	102868315	00144894
Dermatologic Clinics	105469422	07338635
Journal of World Business	143995394	10909516
Current Problems in Diagnostic Radiology	151836202	03630188
Arab Journal of Mathematical Sciences	2764625064	13195166
Regional Studies in Marine Science	2764732502	23524855
Journal of otology	2765004167	16722930
Surgery	25102011	00396060
Infrared Physics & Technology	29254203	13504495
Educational Research Review	43764696	1747938X
Journal of Infection and Public Health	53706017	18760341
Sport Management Review	121058368	14413523
Information Processing Letters	147953040	00200190
Nano Energy	2497301991	22112855
Respiratory investigation	2764712545	22125345
Microbial Risk Analysis	2898539291	23523522
Journal of Pediatric and Adolescent Gynecology	13083541	10833188
Geobios	19370311	00166995
Estuarine Coastal and Shelf Science	43867544	02727714
Physica A-statistical Mechanics and Its Applications	61604500	03784371
Progress in Energy and Combustion Science	65236890	03601285
European Journal of Agronomy	129843401	11610301
International Journal of Pharmaceutics	131016564	03785173
Engineering Structures	165454098	01410296
Biological Psychology	3694117	03010511
Differentiation	53475899	03014681
Computer Networks	63392143	13891286
The journal of the economics of ageing	2764905104	2212828X
Synergy	2898119076	22137130
Forensic Science International-genetics	18992820	18724973
Seminars in Cell & Developmental Biology	105347553	10849521
Futures	130638383	00163287
Chinese Journal of Aeronautics	42274841	10009361
Small Ruminant Research	127169255	09214488
Operative Techniques in Sports Medicine	152791072	10601872
International Journal of Surgery Open	2898501874	24058572
Journal of Materials Processing Technology	127530304	09240136
Computers & Security	12529635	01674048
European Journal of Paediatric Neurology	30097070	10903798
Archives of Oral Biology	44717366	00039969
Postharvest Biology and Technology	70397842	09255214
Domestic Animal Endocrinology	105143944	07397240
Surface Science	137865625	00396028
Ndt & E International	146886830	09638695
Journal of Financial Economics	149240962	0304405X
Polymer Testing	157859649	01429418
Disability and Health Journal	182504092	19366574
Molecular metabolism	2764545133	22128778
Value in health regional issues	2764833115	22121099
Infectious Disease Clinics of North America	6458377	08915520
Mechanisms of Ageing and Development	6761461	00476374
European Journal of Control	21401918	09473580
Synthetic Metals	171076697	03796779
Chemical Physics	190037396	03010104
Emerging Markets Review	197112600	15660141
PharmaNutrition	2898452260	22134344
Kontakt	2898477343	12124117
Journal of Commodity Markets	2898531903	24058513
Mammalian Biology	28739527	16165047
Composites Science and Technology	52442148	02663538
Advanced Engineering Informatics	112141509	14740346
Physica C-superconductivity and Its Applications	139340696	09214534
Hormones and Behavior	170105747	0018506X
Neurochirurgie	193119689	00283770
Pancreatology	193617204	14243903
Blood Reviews	169446993	0268960X
Marine Environmental Research	205788060	01411136
Case studies on transport policy	2764739077	2213624X
Current opinion in psychology	2764746430	2352250X
Journal of orthopaedics	2764834445	0972978X
International Journal of Gastronomy and Food Science	2898331414	1878450X
Clinical Ovarian and Other Gynecologic Cancer	2898361051	22129553
European Urology Oncology	2898501490	25889311
Rangelands	3037477	01900528
Long Range Planning	9435936	00246301
Molecular and Cellular Probes	118384808	08908508
Journal of The American Pharmacists Association	142593579	15443191
Journal of Contemporary Accounting & Economics	142725411	18155669
Vaccine	27359860	0264410X
Revue Du Rhumatisme Monographies	42593272	18786227
Aquacultural Engineering	42973710	01448609
Critical Perspectives on Accounting	66510378	10452354
Computers & Structures	111482492	00457949
Speech Communication	128025751	01676393
Operations research for health care	2764412446	22116923
The Egyptian Journal of Radiology and Nuclear medicine	2764681357	0378603X
International Journal of Greenhouse Gas Control	21262371	17505836
Journal of Retailing and Consumer Services	25235501	09696989
International Journal of Heat and Fluid Flow	40322869	0142727X
Progress in Quantum Electronics	83014014	00796727
Acta Orthopaedica et Traumatologica Turcica	104441155	1017995X
Ageing Research Reviews	117312820	15681637
Clinical Simulation in Nursing	204691484	18761399
China journal of accounting research	2764806082	17553091
VideoGIE	2898416378	24684481
Linguistics and Education	16782977	08985898
Journal of Chromatography A	176136234	00219673
Journal of Pharmaceutical Analysis	2765050281	20951779
Neuron	45757444	08966273
Forest Policy and Economics	95823145	13899341
Applied Soil Ecology	148244296	09291393
Plastics, Additives and Compounding	158069639	1464391X
Scandinavian Journal of Management	171971387	09565221
Human Immunology	6860681	01988859
Artificial Intelligence in Medicine	42468263	09333657
Personality and Individual Differences	151331055	01918869
Acta histochemica	2756316337	00651281
Acta Histochemica	102497804	00651281
Particuology	62602987	16742001
Drug Discovery Today	152068293	13596446
Cellular Immunology	193466101	00088749
Drug Resistance Updates	47159833	13687646
Systems & Control Letters	56603566	01676911
Endeavour	65315170	01609327
Journal of Visual Communication and Image Representation	105424869	10473203
Applied Catalysis B-environmental	134307298	09263373
Clinical Neuroscience Research	155668084	15662772
Immunobiology	164377831	01712985
The journal of economic asymmetries	2764587561	17034949
AKCE International Journal of Graphs and Combinatorics	2764899362	09728600
Mental Health & Prevention	2898104552	22126570
Geriatric Mental Health Care	2898399233	22129693
Diabetes & Metabolism	49871393	12623636
Journal of Pediatric Health Care	78878675	08915245
Limnologica	97400022	00759511
Utilities Policy	114076160	09571787
Journal of Family Business Strategy	118119388	18778585
Technology in Society	149100181	0160791X
Microvascular Research	174346720	00262862
International Journal of Pediatric Otorhinolaryngology	200672447	01655876
BBA clinical	2764389749	22146474
Annals of medicine and surgery	2764697058	20490801
Pregnancy Hypertension	2898367572	22107789
Mechanism and Machine Theory	6785741	0094114X
European Journal of Radiology	22285447	0720048X
Review of Palaeobotany and Palynology	43762691	00346667
Catalysis Communications	48346357	15667367
Research in Accounting Regulation	62850545	10520457
Parkinsonism & Related Disorders	147691530	13538020
Journal of Computational Physics	148709879	00219991
European Journal of Protistology	172934240	09324739
Economics of Transportation	2898237991	22120122
Seminars in Oncology	77180905	00937754
Zoologischer Anzeiger	160317517	00445231
Journal of Algebra	184147796	00218693
Zoology	184280249	09442006
Fusion Engineering and Design	191935395	09203796
Journal of Electrocardiology	197069552	00220736
Journal of Differential Equations	200871675	00220396
Journal of the American Society of Cytopathology	2765000471	22132945
Computers in Industry	60779006	01663615
Journal of Thoracic Oncology	90745127	15560864
Veterinary Microbiology	91748803	03781135
Computer Communications	115004586	01403664
Biochemical and Biophysical Research Communications	151589183	0006291X
Computational Materials Science	26018076	09270256
Digital Investigation	67081940	17422876
Journal of Exercise Science & Fitness	67319095	1728869X
Experimental Eye Research	129637156	00144835
Journal of Neuroimmunology	137419829	01655728
Archives of Cardiovascular Diseases Supplements	147586446	18786480
Nitric Oxide	152998702	10898603
Journal of Hand Therapy	27091128	08941130
Journal of Insect Physiology	98276404	00221910
Plant Science	167743172	01689452
Journal of Molecular Liquids	189140625	01677322
Journal of Reproductive Immunology	190398947	01650378
Sexual Medicine	2739331564	20501161
Le Pharmacien Hospitalier et Clinicien	2898268954	22111042
International Emergency Nursing	531269	1755599X
Materials & Design	8792693	02641275
Journal of Ethnopharmacology	29564236	03788741
Journal for Nature Conservation	77407326	16171381
Current Biology	128425624	09609822
Comptes Rendus Palevol	170546617	16310683
Probabilistic Engineering Mechanics	189810516	02668920
Wine Economics and Policy	2898343181	22129774
Physical Therapy in Sport	27861859	1466853X
Journal of The American Society of Hypertension	114425954	19331711
Materials Research Bulletin	138530117	00255408
Animal Reproduction Science	162627789	03784320
Accounting Organizations and Society	198892436	03613682
Journal of Accounting and Economics	62142384	01654101
Experimental Hematology	72188638	0301472X
Journal of Transport Geography	80150607	09666923
Assessing Writing	146239864	10752935
Engineering Failure Analysis	152303250	13506307
Academic Radiology	182038535	10766332
Engineering Applications of Artificial Intelligence	900972176	09521976
Journal of Vascular Surgery Cases and Innovative Techniques	2764731433	24684287
Journal of Experimental Social Psychology	12410666	00221031
Journal of Asian Earth Sciences	80045625	13679120
Image and Vision Computing	177430994	02628856
Journal of Medical Imaging and Radiation Sciences	177542251	19398654
Environmental Pollution	201530359	02697491
Journal of Accounting Literature	2898124213	07374607
NanoImpact	2898242488	24520748
Journal of Chemical Neuroanatomy	6010938	08910618
Journal of International Money and Finance	10747938	02615606
Magnetic Resonance Imaging	13619737	0730725X
Best Practice & Research Clinical Haematology	24357767	15216926
Foot and Ankle Surgery	66582611	12687731
Journal of Fluids and Structures	160220869	08899746
Visual Journal of Emergency Medicine	2765030506	24054690
Tribology International	24284137	0301679X
South African Journal of Botany	31493525	02546299
Comparative Immunology Microbiology and Infectious Diseases	55958362	01479571
Journal of Economic Psychology	71968408	01674870
Enzyme and Microbial Technology	170295845	01410229
Advances in biological regulation	2764887616	22124926
Advances in Ophthalmology and Optometry	2898386384	24521760
Journal of Functional Foods	8548135	17564646
Applied Clay Science	37411791	01691317
Journal of Health Economics	166621295	01676296
Current Opinion in Virology	2489902859	18796257
Egyptian Journal of Anaesthesia	2764834862	11101849
Addictive Behaviors Reports	2898531107	23528532
International Journal of Africa Nursing Sciences	2898612945	22141391
Rangeland Ecology & Management	2797048	15507424
Resources Conservation and Recycling	18051569	09213449
American Journal of Kidney Diseases	18197459	02726386
Journal of Memory and Language	53787413	0749596X
Journal of Air Transport Management	99242495	09696997
Journal of Applied Geophysics	100607112	09269851
Eating Behaviors	131708376	14710153
Irbm News	195109850	19597568
Indian pacing and electrophysiology journal	2764726587	09726292
Ophthalmology Retina	2764728514	24686530
International Economics	2764850437	21107017
Clinical Neurophysiology Practice	2898474876	2467981X
Communications in Nonlinear Science and Numerical Simulation	39612629	10075704
Desalination	86512602	00119164
Energy Conversion and Management	105637730	01968904
Applied Thermal Engineering	129676613	13594311
Electric Power Systems Research	151498627	03787796
The Journal of Chemical Thermodynamics	173979593	00219614
SoftwareX	2506067282	23527110
Sleep Health	2898486062	23527218
Journal of Traditional Chinese Medicine	34074479	02546272
Nanomedicine: Nanotechnology, Biology and Medicine	80729884	15499634
Respiratory Medicine: Copd Update	81664031	17450454
Food and Chemical Toxicology	84231135	02786915
Organic Electronics	99846442	15661199
Matrix Biology	125651130	0945053X
Acta Psychologica	180067919	00016918
Diagnostic and interventional imaging	2764583368	22115684
Research in Social Stratification and Mobility	159612214	02765624
Journal of Comparative Pathology	177502829	00219975
Journal of Molecular Catalysis B-enzymatic	21009921	13811177
Journal of Chiropractic Medicine	67905653	15563707
