DisplayName	JournalId	issn
Applied and Computational Harmonic Analysis	71199174	10635203
Poetics	98355519	0304422X
International Journal of Thermal Sciences	128740003	12900729
Finite Fields and Their Applications	925225069	10715797
Integrative medicine research	2764611727	22134220
Solid Earth Sciences	2898290686	2451912X
International Journal of Approximate Reasoning	33368595	0888613X
Current Problems in Surgery	84847770	00113840
Microelectronics Reliability	133646729	00262714
Journal of Hazardous Materials	145089992	03043894
Fungal Biology	187344466	18786146
Immunity	199671312	10747613
Geomechanics for Energy and the Environment	2898449748	23523808
Polymer Degradation and Stability	10124807	01413910
Journal of Vascular Nursing	70092882	10620303
Journal of Surgical Education	74622277	19317204
European Journal of Operational Research	103321696	03772217
Clinics in Sports Medicine	107726021	02785919
Appetite	126804734	01956663
Palaeoworld	136650500	1871174X
Cold Regions Science and Technology	141892599	0165232X
Journal of Corporate Finance	152282257	09291199
Computers & Operations Research	173256270	03050548
Topics in Companion Animal Medicine	183288208	19389736
Clinical Oncology	190064913	09366555
Vaccine Reports	2898532700	24057843
Journal of The American College of Radiology	8481965	15461440
Nutrition	59739785	08999007
Journal of Pharmacological and Toxicological Methods	89571363	10568719
Urban Forestry & Urban Greening	99909709	16188667
Journal of Clinical Virology	6589812	13866532
Research in Microbiology	37853641	09232508
Clinical Nutrition Supplements	58700017	17441161
Metabolic Engineering	173328182	10967176
Trends in Plant Science	201780205	13601385
Journal of epidemiology and global health	2764371953	22106006
Pharmacology, Biochemistry and Behavior	59685179	00913057
Clinical Genitourinary Cancer	71328803	15587673
Energy Economics	94499970	01409883
Control Engineering Practice	105928092	09670661
Journal of Sea Research	132103761	13851101
European Journal of Internal Medicine	138083468	09536205
Infection, Genetics and Evolution	142765166	15671348
The Case Manager	145246257	10619259
Energy Reports	2898434319	23524847
Journal of Critical Care	126993733	08839441
Journal of Integrative Medicine	129942055	20954964
Cardiovascular Pathology	176609843	10548807
Acta Astronautica	179591353	00945765
Biomedical journal	2764530560	23194170
Groundwater for Sustainable Development	2898504426	2352801X
Acta Materialia	64016596	13596454
Food Control	119525064	09567135
Labour Economics	163774179	09275371
The International Journal of Biochemistry & Cell Biology	183320690	13572725
Practical radiation oncology	2764989788	18798500
Seminars in Pediatric Neurology	8713311	10719091
Phytochemistry Letters	127984601	18743900
International Journal of Industrial Organization	183232449	01677187
Journal of Dairy Science	28349394	00220302
Journal of Behavior Therapy and Experimental Psychiatry	117021518	00057916
Biomaterials	163807576	01429612
Journal of Public Economics	199447588	00472727
Osteoarthritis and Cartilage	13054843	10634584
Currents in Pharmacy Teaching and Learning	41481881	18771297
Automatica	51360982	00051098
Journal of Prosthodontic Research	166703324	18831958
Vibrational Spectroscopy	169472558	09242031
Explorations in Economic History	145471836	00144983
Animal Behaviour	157690423	00033472
Mechanics of Materials	176710131	01676636
Journal of Adolescence	179289126	01401971
Journal of Ethnic Foods	2764499888	23526181
Surveys in Operations Research and Management Science	32682830	18767354
Teaching and Teacher Education	94618750	0742051X
Translational Oncology	106638657	19365233
Journal of Investigative Dermatology Symposium Proceedings	116973605	10870024
Body Image	177391433	17401445
Indian heart journal	2754628778	00194832
The Journal of Hand Surgery	2764548376	03635023
Current Opinion in Biomedical Engineering	2898133657	24684511
Trends in Neurosciences	114966740	01662236
Journal of Industrial and Engineering Chemistry	145420111	1226086X
Isprs Journal of Photogrammetry and Remote Sensing	173339282	09242716
Extreme Mechanics Letters	2764369487	23524316
Colloids and Surfaces B: Biointerfaces	22793308	09277765
Journal of Vascular Surgery	104135014	07415214
Microbiological Research	106450229	09445013
Journal of Cardiothoracic and Vascular Anesthesia	132356188	10530770
Hydrometallurgy	143946080	0304386X
Journal of anesthesia history	2764609970	23524529
Journal of Radiation Research and Applied Sciences	2764632503	16878507
Journal of Space Safety Engineering	2898428619	24688967
Diagnostic Microbiology and Infectious Disease	80485324	07328893
Measurement	147767848	02632241
The Journal of Steroid Biochemistry and Molecular Biology	168421034	09600760
Flora	185004651	03672530
Womens Studies International Forum	18053921	02775395
Neuroscience	30122339	03064522
Theriogenology	43044067	0093691X
Acute Pain	44132668	13660071
Computers, Environment and Urban Systems	60115552	01989715
Chinese Chemical Letters	167919573	10018417
Food Hydrocolloids	168584722	0268005X
International Journal of Educational Development	20152851	07380593
Chaos Solitons & Fractals	70718007	09600779
International Journal of Law Crime and Justice	88457980	17560616
Plant Physiology and Biochemistry	115455909	09819428
Toxicology	128555845	0300483X
Pharmacological Reports	180401253	17341140
Womens Health Issues	81455456	10493867
Neurotoxicology and Teratology	149459226	08920362
Best Practice & Research: Clinical Rheumatology	1036238847	15216942
Energy Strategy Reviews	2764911704	2211467X
Autoimmunity Reviews	12874817	15689972
Orbis	21901927	00304387
Radiation Measurements	143190592	13504487
Journal of The Japanese and International Economies	160393188	08891583
Surgery for Obesity and Related Diseases	197961893	15507289
Economics of Education Review	4888523	02727757
European Journal of Political Economy	100134864	01762680
Computers and Geotechnics	106576117	0266352X
Journal of Photochemistry and Photobiology B-biology	148303206	10111344
European Journal of Pharmacology	187816532	00142999
Journal of Traditional and Complementary Medicine	2737354210	22254110
Progress in Natural Science: Materials International	2898338117	10020071
Atomic Data and Nuclear Data Tables	24484104	0092640X
Lung Cancer	100767427	01695002
Studies in Mycology	128934584	01660616
Archives of Gerontology and Geriatrics	153378518	01674943
Journal of Hydrology	55737203	00221694
World Patent Information	84022812	01722190
International Journal of Engineering Science	102630943	00207225
Regional Science and Urban Economics	107631327	01660462
Clinical Imaging	113483602	08997071
The Quarterly Review of Economics and Finance	125273398	10629769
Journal of Trace Elements in Medicine and Biology	165809374	0946672X
Future Generation Computer Systems	186357190	0167739X
Tectonophysics	195250905	00401951
Children and Youth Services Review	10873304	01907409
Sensors and Actuators A-physical	16945967	09244247
Cardiovascular Revascularization Medicine	86061721	15538389
Gene Expression Patterns	149644738	1567133X
Perspectives in Plant Ecology Evolution and Systematics	176275101	14338319
Otolaryngologic Clinics of North America	32858342	00306665
Ocean Modelling	33756829	14635003
Chemical Engineering Science	33892871	00092509
Behavior Therapy	56240272	00057894
Clinical Effectiveness in Nursing	94482746	13619004
Journal of The American College of Surgeons	134316426	10727515
International Dairy Journal	184773532	09586946
Astroparticle Physics	202958571	09276505
Energy Storage Materials	2764728150	24058297
Engineering in agriculture, environment and food	2764895854	18818366
Analytical Biochemistry	7858788	00032697
Engineering	25216321	20958099
Information and Organization	35363033	14717727
Biochimie	75247133	03009084
Sedimentary Geology	85417211	00370738
Tetrahedron-asymmetry	88152556	09574166
Diamond and Related Materials	124577123	09259635
Applied Mathematical Modelling	153281200	0307904X
Global heart	2764804524	22118160
Molecular Catalysis	2764968843	24688231
Trauma Case Reports	2898480919	23526440
Learning and Motivation	10043949	00239690
Steroids	70286497	0039128X
International Review of Financial Analysis	145572626	10575219
Industrial Crops and Products	178362034	09266690
Structure	7112016	09692126
Journal of Petroleum Science and Engineering	19016632	09204105
Computer Methods in Applied Mechanics and Engineering	40006715	00457825
Language Sciences	67473218	03880001
Journal of Business Research	93284759	01482963
Journal of The Saudi Heart Association	106233407	10167315
Mayo Clinic Proceedings: Innovations, Quality & Outcomes	2898327595	25424548
Pathophysiology	14625721	09284680
Biomedicine & Pharmacotherapy	15111687	07533322
European Urology Supplements	59248909	15699056
Chinese Astronomy and Astrophysics	67755771	02751062
Progress in Neurobiology	69289175	03010082
Dendrochronologia	75371934	11257865
Vacuum	86481247	0042207X
Current Opinion in Microbiology	106299656	13695274
Comptes Rendus Biologies	119003425	16310691
Biosensors and Bioelectronics	156181945	09565663
Plasmid	160206373	0147619X
Cancer Treatment Reviews	49831067	03057372
Neurologia I Neurochirurgia Polska	85107651	00283843
Applied Geography	115443327	01436228
Annals of Pure and Applied Logic	172477885	01680072
Journal of Experimental Animal Science	204469263	09398600
The Joint Commission Journal on Quality and Patient Safety	2764676407	15537250
GeoResJ	2898218651	22142428
Energy and Buildings	6846437	03787788
Information Fusion	7560371	15662535
International Journal of Mass Spectrometry	108264783	13873806
Journal of Hospitality Leisure Sport & Tourism Education	137554564	14738376
Journal of The Chinese Medical Association	187201833	17264901
Information Sciences	192650101	00200255
International Journal of Mineral Processing	45356120	03017516
Fish & Shellfish Immunology	185787987	10504648
Progress in Nuclear Energy	201829030	01491970
Global Ecology and Conservation	2765061010	23519894
Nutrition Metabolism and Cardiovascular Diseases	4455515	09394753
Journal of Complexity	42286584	0885064X
Trends in Molecular Medicine	64855341	14714914
Learning and Instruction	78398831	09594752
Systematic and Applied Microbiology	111458355	07232020
Emotion, Space and Society	150370431	17554586
Electronic Commerce Research and Applications	187709482	15674223
International Journal of Gerontology	19156006	18739598
Toxicon	42803210	00410101
Physics of the Earth and Planetary Interiors	106840945	00319201
Resuscitation	128507546	03009572
Thermochimica Acta	160957154	00406031
Parasitology International	165236439	13835769
Library & Information Science Research	186163925	07408188
Resources Policy	194185345	03014207
Advances in integrative medicine	2764760482	22129588
EJVES Short Reports	2898235356	24056553
Climate Services	2898315726	24058807
Agri Gene	2898388394	23522151
Vision Research	68719679	00426989
Lingua	105737376	00243841
Bone	121725775	87563282
Evolution and Human Behavior	148068116	10905138
Journal of Dermatological Science	186278352	09231811
Journal of Biomedical Informatics	11622463	15320464
Clinical Biomechanics	74384676	02680033
Kidney International	97303050	00852538
Linear Algebra and its Applications	159544283	00243795
HardwareX	2898162711	24680672
Bioresource Technology	21442059	09608524
Journal of Systems and Software	37879656	01641212
Journal of Substance Abuse Treatment	82881359	07405472
European Management Journal	105567970	02632373
Journal of Geodynamics	140409716	02643707
Turkish journal of emergency medicine	2764591159	24522473
Water Resources and Industry	2898124245	22123717
Medical Image Analysis	116571295	13618415
Journal of Controlled Release	161954266	01683659
China Economic Review	19645890	1043951X
Fluid Phase Equilibria	34870678	03783812
Annals of Physical and Rehabilitation Medicine	47506589	18770657
Cytokine	70396342	10434666
Journal of International Accounting, Auditing and Taxation	132432621	10619518
Reproductive Biomedicine Online	206719219	14726483
Journal of International Management	960608072	10754253
American Journal of Ophthalmology	50016660	00029394
Journal of Purchasing and Supply Management	55239356	14784092
Journal of Chromatography B	103248676	15700232
Academic Pediatrics	141855577	18762859
Current Opinion in Immunology	170047187	09527915
Travel behaviour and society	2764874763	2214367X
Cellular and molecular gastroenterology and hepatology	2764889447	2352345X
Anthropocene	2898452301	22133054
Journal of Aging Studies	74338687	08904065
Agricultural Water Management	104641133	03783774
Computer Aided Geometric Design	135221619	01678396
Journal of Food and Drug Analysis	155791383	10219498
Journal of Vascular and Interventional Radiology	3376858	10510443
Journal of Engineering and Technology Management	47993699	09234748
Journal of The American Academy of Dermatology	58727509	01909622
Social Science Research	59311786	0049089X
Quaternary Science Reviews	81424476	02773791
Soil Dynamics and Earthquake Engineering	99356198	02677261
Cellular Signalling	113768434	08986568
Urologic Clinics of North America	179675478	00940143
Life sciences in space research	2764866528	22145524
Food and Waterborne Parasitology	2898529774	24056766
Wave Motion	10729136	01652125
Neurobiology of Learning and Memory	78120914	10747427
Journal of The Mechanical Behavior of Biomedical Materials	100249163	17516161
Research in Developmental Disabilities	132320204	08914222
Journal of Cultural Heritage	1016481467	12962074
Comparative Biochemistry and Physiology Part D: Genomics and Proteomics	2898390257	1744117X
Mechatronics	47380182	09574158
Nonlinear Analysis: Hybrid Systems	49302835	1751570X
Journal of Bioscience and Bioengineering	63783143	13891723
Journal of School Psychology	69627091	00224405
Mechanics Research Communications	98390232	00936413
Cirp Journal of Manufacturing Science and Technology	134482011	17555817
Alcohol	143406092	07418329
Journal of Aerosol Science	150548798	00218502
Clinical Radiology	180082538	00099260
Atmospheric Pollution Research	30869261	13091042
Information & Management	38883057	03787206
Chemical Physics Letters	44567922	00092614
Digital Signal Processing	64117906	10512004
Journal of Saudi Chemical Society	77754710	13196103
Crop Protection	98430239	02612194
System	130873806	0346251X
Structural Safety	1507157	01674730
Journal of Pediatric Surgery	39924113	00223468
Progress in Organic Coatings	41155759	03009440
Catena	44098145	03418162
Journal of Applied Developmental Psychology	57892594	01933973
Organizational Behavior and Human Decision Processes	64744539	07495978
International Journal of Biological Macromolecules	83853393	01418130
International Journal of Applied Earth Observation and Geoinformation	171169652	03032434
Energy	2497375143	03605442
Separation and Purification Technology	69753523	13835866
Physics of Life Reviews	78119372	15710645
Computers and Electronics in Agriculture	116775814	01681699
International Journal of Psychophysiology	129135363	01678760
Pattern Recognition Letters	151820558	01678655
BJA Education	2735164665	20585349
Journal of Infection	19579164	01634453
Journal of Sound and Vibration	99182027	0022460X
Journal of Adolescent Health	101177023	1054139X
European Polymer Journal	135472351	00143057
Iimb Management Review	144946686	09703896
American Journal of Infection Control	154451576	01966553
Journal of Pharmacological Sciences	163931769	13478613
Journal of Applied Logic	164898596	15708683
Artery Research	2725811	18729312
Journal of Computational and Applied Mathematics	165473669	03770427
Computer Languages, Systems & Structures	37707677	14778424
Journal of Molecular Spectroscopy	77654513	00222852
Journal of The American Society of Echocardiography	185321339	08947317
Language & Communication	195343931	02715309
Progress in Oceanography	9314624	00796611
Paediatrics and Child Health	87934238	17517222
Journal of Professional Nursing	162826810	87557223
Journal of Immunology and Regenerative Medicine	2898177172	24684988
Journal of Microbiological Methods	24124513	01677012
Materials Characterization	53842986	10445803
Geriatric Nursing	70907202	01974572
Complementary Therapies in Clinical Practice	88092858	17443881
New Astronomy Reviews	108771763	13876473
Pattern Recognition	414566	00313203
Journal of Symbolic Computation	18904315	07477171
Technological Forecasting and Social Change	39307421	00401625
Journal of Informetrics	205292342	17511577
Neurobiology of Stress	2898353726	23522895
Operations Research Perspectives	2898359650	22147160
Psychologie Du Travail Et Des Organisations	8788103	14202530
Current Opinion in Biotechnology	23939942	09581669
Auris Nasus Larynx	66787336	03858146
The American Journal of the Medical Sciences	109361689	00029629
Biological Psychiatry	205482884	00063223
Clinica Chimica Acta	207549998	00098981
Case Studies in Mechanical Systems and Signal Processing	2898545359	23519886
Advanced Drug Delivery Reviews	114437232	0169409X
Journal of Neuroscience Methods	132751470	01650270
Nano Communication Networks	95203059	18787789
Ecological Economics	136211407	09218009
Transfusion Medicine Reviews	162247841	08877963
Research Strategies	21493419	07343310
Cretaceous Research	48852984	01956671
International Journal of Surgery	67965910	17439191
Comprehensive Psychiatry	110368005	0010440X
Genomics	146035217	08887543
Design Studies	152445846	0142694X
Basic and Applied Ecology	733369	14391791
The Journal of High Technology Management Research	1234856	10478310
Journal of Cystic Fibrosis	147774598	15691993
Archives of Biochemistry and Biophysics	153476765	00039861
The North American Journal of Economics and Finance	155526628	10629408
Icarus	172501725	00191035
Public Relations Review	193575162	03638111
Journal of Mathematical Economics	202934171	03044068
Thinking Skills and Creativity	42886211	18711871
Journal of Advanced Research	57607125	20901232
Brain Research Reviews	97554319	01650173
Physica D: Nonlinear Phenomena	24688465	01672789
World Development	85457386	0305750X
Procedia Computer Science	120348307	18770509
International Journal of Critical Infrastructure Protection	133117437	18745482
Pedobiologia	133986316	00314056
International Journal of Hospitality Management	148599315	02784319
International Congress Series	172137629	05315131
Journal of obstetrics and gynaecology Canada	2755151586	17012163
Reproductive Biomedicine & Society Online	2898469629	24056618
International Journal of Surgery Protocols	2898569351	24683574
Structural Change and Economic Dynamics	67638930	0954349X
Journal of Communication Disorders	145707319	00219924
Global Finance Journal	150702451	10440283
Inorganic Chemistry Communications	166634186	13877003
Ophthalmology	207341048	01616420
Gynecologic oncology reports	2764639750	23525789
Methods in Oceanography	2898347612	22111220
Giornale Italiano di Endodonzia	2898376075	11214171
Prostaglandins Leukotrienes and Essential Fatty Acids	9307485	09523278
Solid State Communications	82088436	00381098
Robotics and Autonomous Systems	133768115	09218890
Behaviour Research and Therapy	186589312	00057967
Sustainable Energy, Grids and Networks	2493549543	23524677
Physics in Medicine	2898126519	23524510
Journal of The Anatomical Society of India	14695856	00032778
Journal of Contaminant Hydrology	20728117	01697722
Cancer Letters	106234763	03043835
Molecular and Cellular Endocrinology	191044671	03037207
Journal of Surgical Research	45161156	00224804
International Journal of Fatigue	71623918	01421123
Journal of Anxiety Disorders	110204754	08876185
Early Childhood Research Quarterly	114141255	08852006
Computer Physics Communications	142305363	00104655
Journal of Dental Sciences	173463841	19917902
Journal of Volcanology and Geothermal Research	187199247	03770273
Cytokine & Growth Factor Reviews	194552188	13596101
Reviews in Physics	2898398052	24054283
Sports Orthopaedics and Traumatology Sport-Orthopdie - Sport-Traumatologie	2764667403	0949328X
Annales pharmaceutiques franaises	193932567	00034509
Economics and Human Biology	19927788	1570677X
Aeu-international Journal of Electronics and Communications	141761900	14348411
Revue des Maladies Respiratoires Actualits	2898247517	18771203
L'Anthropologie	2898112208	00035521
American Journal of Geriatric Pharmacotherapy	144209978	15435946
Photonics and Nanostructures: Fundamentals and Applications	83542139	15694410
Revue de Chirurgie Orthopdique et Traumatologique	2898336668	18770517
Diabetes and Metabolic Syndrome: Clinical Research and Reviews	125677163	18714021
Innovative Food Science and Emerging Technologies	130676932	14668564
The Journal of the Association for Vascular Access	2764478219	15528855
Hematology/Oncology and Stem Cell Therapy	2898422462	16583876
Procedia - Social and Behavioral Sciences	104917558	18770428
Comparative Biochemistry and Physiology C-toxicology & Pharmacology	76695604	15320456
Physica E-low-dimensional Systems & Nanostructures	23074404	13869477
NPG Neurologie - Psychiatrie - Griatrie	2898186560	16274830
Mutation Research-genetic Toxicology and Environmental Mutagenesis	180455372	13835718
Mutation Research	29775604	13835718
Computational Geometry: Theory and Applications	165542689	09257721
Case Reports in Women's Health	2898284587	22149112
Journal of Asia-Pacific Biodiversity	2765047820	2287884X
International Journal of Child-Computer Interaction	2493636226	22128689
Applied and Translational Genomics	2765032131	22120661
Journal of Destination Marketing and Management	2764801966	2212571X
Performance enhancement and health	2764777161	22112669
American Journal of Pathology	145577119	00029440
Journal of Atmospheric and Solar-Terrestrial Physics	207559368	13646826
Nano-Structures and Nano-Objects	2764574320	2352507X
Revue Francophone Internationale de Recherche Infirmire	2898183315	23528028
Journal of Co-operative Organization and Management	2898493639	2213297X
Cancer Radiotherapie	171772052	12783218
The Journal of Allergy and Clinical Immunology	108525051	00916749
Journal of transport and health	2764685396	22141405
Research in transportation business and management	2764779785	22105395
Journal d'imagerie diagnostique et interventionnelle	2898149754	25433431
Mdecine Palliative	2898398420	16366522
Actualits Pharmaceutiques	2898131220	05153700
Clinical Lymphoma, Myeloma & Leukemia	186546955	21522650
Communist and Post-communist Studies	200446109	0967067X
Lebensmittel-Wissenschaft & Technologie	26760650	00236438
Lwt - Food Science and Technology	139755438	00236438
Applied & Preventive Psychology	24914084	09621849
Current Therapeutic Research-clinical and Experimental	160239940	0011393X
Journal of Physiology-paris	158668546	09284257
Medecine Et Maladies Infectieuses	13084425	0399077X
Journal de Thrapie Comportementale et Cognitive	2898461090	11551704
La Revue de Mdecine Lgale	2898472452	18786529
Optics and Laser Technology	112574528	00303992
Kinsithrapie, la Revue	2898601235	17790123
Motricit Crbrale	2898125181	02455919
Energy research and social science	2764593084	22146296
Droit, Dontologie & Soin	2898580326	16296583
Revue D Epidemiologie Et De Sante Publique	92747870	03987620
International Journal of Refrigeration-revue Internationale Du Froid	186745480	01407007
Chemico-Biological Interactions	34460812	00092797
Best Practice & Research in Clinical Obstetrics & Gynaecology	89033907	15216934
Revue de Mdecine Interne	86692366	02488663
Asia-Pacific Journal of Sports Medicine, Arthroscopy, Rehabilitation and Technology	2764637343	22146873
Materials Science and Engineering A-structural Materials Properties Microstructure and Processing	154732359	09215093
British Accounting Review	197396629	08908389
International Journal of Machine Tools & Manufacture	154368109	08906955
Information & Software Technology	205010575	09505849
Information & Computation	59933527	08905401
Journal of the American Academy of Child and Adolescent Psychiatry	60711021	08908567
Social Science Journal	129906632	03623319
Surface & Coatings Technology	76010543	02578972
Journal of Banking and Finance	2876017	03784266
Best Practice & Research in Clinical Gastroenterology	67215617	15216918
Journal of Hydro-environment Research	72160414	15706443
Acta Oecologica-international Journal of Ecology	127446044	1146609X
Journal de Chirurgie Viscrale	2898216896	1878786X
Revue d'Oncologie Hmatologie Pdiatrique	2898414897	22134670
Annales franaises d'Oto-rhino-laryngologie et de Pathologie Cervico-faciale	2898300460	18797261
Annales de l'Institut Henri Poincar C, Analyse non linaire	2898435970	02941449
Annales De L Institut Henri Poincare-analyse Non Lineaire	183408097	02941449
Revue Francophone d'Orthoptie	2898222027	18762204
Explore-the Journal of Science and Healing	184475040	15508307
Journal of stroke and cerebrovascular diseases : official publication of the National Stroke Association	2764861533	10523057
Global Environmental Change-human and Policy Dimensions	130750583	09593780
Trends in Food Science and Technology	89023782	09242244
Zeitschrift Fur Medizinische Physik	13941947	09393889
Cement & Concrete Composites	123887920	09589465
Chemical Engineering Research & Design	166351637	02638762
Progress in Neuro-psychopharmacology & Biological Psychiatry	142279999	02785846
Comparative Biochemistry and Physiology A-molecular & Integrative Physiology	193677276	10956433
Evidence-based Cardiovascular Medicine	54515175	13612611
Journal of Nutritional Biochemistry	548917	09552863
Socio-economic Planning Sciences	153485742	00380121
Le Praticien en Anesthsie Ranimation	197436009	12797960
Environmental Nanotechnology, Monitoring and Management	2764626169	22151532
Journal of King Saud University: Engineering Sciences	2764977103	10183639
Transactions. American College of Cardiology	2764947733	00029149
American Journal of Cardiology	185186944	00029149
Nuclear Instruments & Methods in Physics Research Section A-accelerators Spectrometers Detectors and Associated Equipment	131663046	01689002
Nuclear Instruments and Methods in Physics Research	145630073	01689002
Chemical Engineering and Processing	94212472	02552701
Robotics and Computer-integrated Manufacturing	118216261	07365845
Nuclear Instruments & Methods in Physics Research Section B-beam Interactions With Materials and Atoms	113542562	0168583X
Thin-walled Structures	205118121	02638231
Comparative Biochemistry and Physiology B	102889028	10964959
Journal of Foot & Ankle Surgery	194540436	10672516
Materials Science and Engineering R	1018252914	0927796X
Journal of The Franklin Institute-engineering and Applied Mathematics	183498172	00160032
Colloid and Interface Science Communications	2898407671	22150382
Journal of King Saud University - Science	163784168	10183647
Current Opinion in Colloid and Interface Science	974056801	13590294
Journal of Molecular Graphics & Modelling	76694907	10933263
Journal of the American Dental Association	116566766	00028177
Journal Francais D Ophtalmologie	179325419	01815512
DoctorConsult - The Journal. Wissen fr Klinik und Praxis	2898193249	18794122
La Revue d'Homopathie	2898531607	18789730
Operative Techniques in Otolaryngology-head and Neck Surgery	175287200	10431810
Journal De Mycologie Medicale	144424300	11565233
Environmental Technology and Innovation	2764865870	23521864
Evolution Psychiatrique	128189301	00143855
Comptes Rendus Mecanique	52372967	16310721
Mdecine & Droit	2898588307	12467391
Archives De Pediatrie	32515731	0929693X
Nonlinear Analysis-theory Methods & Applications	70695507	0362546X
Research in Social & Administrative Pharmacy	50431791	15517411
Nuclear Physics	62159105	03759474
Journal de Mathmatiques Pures et Appliques	61246407	00217824
Journal of Economic Behavior and Organization	62201805	01672681
Insurance Mathematics & Economics	198325475	01676687
Data and Knowledge Engineering	136993123	0169023X
Earth-Science Reviews	40187045	00128252
Bulletin Des Sciences Mathematiques	106596053	00074497
BJA: British Journal of Anaesthesia	33418846	00070912
Brain & Development	122866201	03877604
Biomass & Bioenergy	171918450	09619534
Pediatrics and Neonatology	183831342	18759572
Soil & Tillage Research	1666925	01671987
Reactive & Functional Polymers	205957783	13815148
Soil Biology & Biochemistry	62391475	00380717
Trends in Ecology and Evolution	79131028	01695347
Infant Behavior & Development	67039580	01636383
Journal of Cataract and Refractive Surgery	107025856	08863350
Journal of Non-crystalline Solids	59020844	25901591
Annales Francaises D Anesthesie Et De Reanimation	59157177	07507658
Information Processing and Management	174847851	03064573
Trends in Endocrinology and Metabolism	93802863	10432760
Developmental and Comparative Immunology	81563257	0145305X
Environmental Modelling and Software	113611870	13648152
Progress in Biophysics & Molecular Biology	181418318	00796107
Renewable & Sustainable Energy Reviews	68497187	13640321
Journal of Plastic Reconstructive and Aesthetic Surgery	23813625	17486815
Journal of Quantitative Spectroscopy & Radiative Transfer	100373537	00224073
Annales De Cardiologie Et D Angeiologie	132801490	00033928
European Journal of Mechanics B-fluids	75679255	09977546
European Journal of Mechanics A-solids	197285952	09977538
International Journal of Refractory Metals & Hard Materials	179369505	02634368
Revue Francaise D Allergologie	107063406	18770320
Current Opinion in Solid State & Materials Science	7637673	13590286
British Journal of Oral & Maxillofacial Surgery	128631314	02664356
La Revue Sage-femme	21140273	16374088
Das Neurophysiologie-labor	38712310	14394847
Journal of CO 2 Utilization	2764524952	22129820
Neuropsychiatrie De L'enfance Et De L'adolescence	99404374	02229617
Annales De Paleontologie	159429175	07533969
Pathology Research and Practice	73101346	03440338
International Journal of Radiation Oncology Biology Physics	110533041	03603016
Nutrition Clinique Et Metabolisme	33589681	09850562
Ticks and Tick-borne Diseases	107919129	1877959X
Pratique Neurologique - Fmc	138927772	18787762
Journal of Obsessive-Compulsive and Related Disorders	2504628507	22113649
Journal of Asia-pacific Entomology	49593656	12268615
Journal of Non-newtonian Fluid Mechanics	13281104	03770257
Mutation Research-reviews in Mutation Research	155491289	13835742
International Journal of Non-linear Mechanics	152063775	00207462
Njas-wageningen Journal of Life Sciences	121433036	15735214
Critical Reviews in Oncology Hematology	185233701	10408428
Spatial and Spatio-temporal Epidemiology	98349058	18775845
