	chief_start	chief_end	EditorId	IssnId
865	2014	2014	16139	3224
866	2005	2017	3236	1008
867	2005	2017	3268	923
868	2017	2019	3624	923
869	1989	1999	5480	923
870	2005	2014	15650	923
871	2005	2005	19351	923
872	2008	2019	3300	3300
873	2018	2019	5606	3300
874	2005	2019	6933	3300
875	2005	2009	14064	3300
876	2007	2009	18281	3300
877	2008	2009	19159	3300
878	2009	2019	19515	3300
879	2008	2017	3301	34
880	2017	2017	3705	34
881	2015	2017	5875	34
882	2010	2013	3309	175
883	1976	1976	16021	175
884	2011	2011	3320	3320
885	2012	2013	3322	948
886	2012	2013	5830	948
887	2012	2013	6765	948
888	2012	2013	12710	948
889	2008	2011	3335	3335
890	2008	2019	12229	3335
891	2007	2012	3343	170
892	2007	2012	19687	170
893	2006	2008	3364	630
894	2004	2008	3493	630
895	2015	2019	4155	630
896	2005	2019	5504	630
897	2004	2007	6804	630
898	2015	2019	7603	630
899	2011	2019	9310	630
900	1998	1999	11440	630
901	2015	2017	12648	630
902	2015	2019	13737	630
903	2005	2013	13904	630
904	2004	2005	18847	630
905	2017	2017	3423	3423
906	2016	2019	3427	3139
907	2011	2016	11990	3139
908	2010	2016	3444	1608
909	2006	2019	14427	1608
910	2007	2016	16035	1608
911	2006	2009	16512	1608
912	2006	2016	17631	1608
913	2006	2009	18211	1608
914	2010	2016	19528	1608
915	2016	2016	19549	1608
916	2006	2016	19692	1608
917	2013	2018	3479	1629
918	2017	2018	8031	1629
919	2013	2018	11359	1629
920	2017	2017	13907	1629
921	2017	2017	14300	1629
922	2013	2018	14444	1629
923	1976	2009	3517	530
924	2018	2018	4618	530
925	2016	2018	6248	530
926	2015	2018	6681	530
927	1987	1987	3519	198
928	1988	1988	3880	198
929	1985	2007	11399	198
930	1986	1986	18728	198
931	2011	2011	3538	168
932	2011	2011	4088	168
933	2011	2011	7487	168
934	2011	2011	7911	168
935	2011	2011	9694	168
936	2011	2011	9969	168
937	2011	2011	17659	168
938	1993	1997	3543	3543
939	2015	2019	5234	3543
940	2005	2019	5408	3543
941	2015	2017	6008	3543
942	1993	1997	6965	3543
943	1992	1997	9025	3543
944	2015	2019	9710	3543
945	2015	2019	9812	3543
946	2015	2019	10401	3543
947	2015	2019	11436	3543
948	2014	2014	11967	3543
949	2014	2016	13636	3543
950	2005	2014	13775	3543
951	2015	2019	13815	3543
952	1992	2014	14134	3543
953	2005	2019	14802	3543
954	1990	1990	15036	3543
955	1992	1997	15581	3543
956	1992	1997	16137	3543
957	2005	2006	16701	3543
958	1995	1997	17363	3543
959	1992	1995	17833	3543
960	2015	2015	3559	44
961	2015	2015	3918	44
962	2015	2015	4912	44
963	2015	2015	5742	44
964	2015	2015	6271	44
965	2015	2015	6991	44
966	2015	2015	8726	44
967	2015	2015	10264	44
968	2015	2018	3564	3564
969	2012	2018	16199	3564
970	2018	2018	3629	2446
971	2014	2014	14932	2446
972	2006	2019	3649	399
973	1996	1996	3664	2217
974	1996	1996	4375	2217
975	1996	1996	10014	2217
976	2019	2019	11322	2217
977	1996	1996	11729	2217
978	2010	2010	15534	2217
979	1996	1996	15586	2217
980	2010	2012	15837	2217
981	1996	1996	16471	2217
982	1996	1996	17229	2217
983	2010	2010	17267	2217
984	2014	2016	3697	3697
985	2009	2013	3698	3698
986	2007	2010	3735	3735
987	2015	2019	6969	3735
988	2015	2015	13380	3735
989	2010	2019	3737	1803
990	2016	2019	3806	336
991	2008	2019	3811	973
992	2014	2019	3831	3831
993	1972	2014	13259	3831
994	1969	1969	16838	3831
995	2017	2017	3849	3849
996	2017	2019	7833	3849
997	2011	2016	8231	3849
998	2012	2019	3883	2887
999	2015	2015	3887	1461
1000	2011	2015	5193	1461
1001	2011	2015	9513	1461
1002	2011	2012	9665	1461
1003	1994	2012	11694	1461
1004	2015	2015	13253	1461
1005	2011	2012	13399	1461
1006	2011	2015	15745	1461
1007	1994	1994	16749	1461
1008	1994	2015	18844	1461
1009	2012	2015	4000	4000
1010	2012	2012	13797	4000
1011	2012	2015	15024	4000
1012	2012	2015	15957	4000
1013	2007	2012	18577	4000
1014	2012	2015	19373	4000
1015	2015	2019	4039	272
1016	2017	2018	4111	2688
1017	2017	2018	5702	2688
1018	2010	2013	9885	2688
1019	2018	2019	4128	407
1020	2018	2019	4165	4165
1021	2018	2019	5120	4165
1022	2018	2019	16636	4165
1023	2018	2019	19142	4165
1024	1966	1991	4184	869
1025	1992	2006	12198	869
1026	1982	1985	13403	869
1027	1982	1984	15723	869
1028	2016	2016	4191	4191
1029	2016	2016	6616	4191
1030	2016	2019	7464	4191
1031	2016	2019	8225	4191
1032	2016	2018	11338	4191
1033	2016	2019	12911	4191
1034	2012	2018	4194	1351
1035	2007	2008	4213	226
1036	2019	2019	4226	1883
1037	2015	2016	5897	1883
1038	2018	2018	6615	1883
1039	2019	2019	8533	1883
1040	2019	2019	12936	1883
1041	2019	2019	13214	1883
1042	2017	2017	4230	612
1043	1986	1998	11170	612
1044	1985	1985	13356	612
1045	2017	2019	4270	27
1046	2017	2018	4310	807
1047	2018	2019	6936	807
1048	2008	2011	4330	15
1049	2019	2019	4381	4381
1050	2012	2018	15211	4381
1051	2017	2018	4441	545
1052	1982	1996	16708	545
1053	2005	2009	4582	148
1054	2012	2017	4869	84
1055	2011	2017	8642	84
1056	1982	1982	10896	84
1057	2013	2017	16372	84
1058	1993	1997	4954	4954
1059	1994	1997	6972	4954
1060	1997	1997	12427	4954
1061	1993	1997	12767	4954
1062	1994	1997	14615	4954
1063	1993	1994	15898	4954
1064	1996	2018	16681	4954
1065	2011	2017	4959	3599
1066	2017	2017	9036	3599
1067	2017	2019	4968	4968
1068	2017	2017	4983	369
1069	2017	2017	13348	369
1070	2017	2017	16421	369
1071	2016	2019	5152	24
1072	2016	2017	5253	787
1073	2004	2015	16386	787
1074	2016	2017	16597	787
1075	1996	1996	17352	787
1076	2017	2019	5259	1956
1077	2004	2004	5283	2571
1078	2018	2018	5316	2932
1079	2018	2018	6904	2932
1080	2018	2018	7232	2932
1081	2009	2011	5367	66
1082	1998	1998	5382	3435
1083	1998	2000	10572	3435
1084	1999	2000	13281	3435
1085	1999	2000	16266	3435
1086	1996	1999	19192	3435
1087	1996	1997	5393	1718
1088	2015	2019	5432	4097
1089	2018	2018	5449	1458
1090	2018	2019	11787	1458
1091	1977	1997	5480	1360
1092	1977	1977	16747	1360
1093	2018	2019	5535	5535
1094	1989	1994	16639	5535
1095	1997	1997	5541	759
1096	2015	2018	5595	2776
1097	2015	2018	6977	2776
1098	2014	2014	7048	2776
1099	2015	2018	8204	2776
1100	2014	2018	8434	2776
1101	2015	2018	8442	2776
1102	2016	2017	8464	2776
1103	2016	2017	10243	2776
1104	2015	2018	12959	2776
1105	2016	2019	14660	2776
1106	2015	2018	15509	2776
1107	2015	2018	17711	2776
1108	2015	2018	18140	2776
1109	2016	2018	5617	323
1110	2012	2016	5635	2553
1111	2015	2017	10629	2553
1112	2015	2017	17887	2553
1113	2015	2017	17907	2553
1114	2015	2016	18382	2553
1115	1987	1995	5665	251
1116	2007	2012	5811	5811
1117	2017	2017	5872	5872
1118	1964	1968	6603	5872
1119	2017	2018	9961	5872
1120	2017	2018	15410	5872
1121	1965	1984	16043	5872
1122	2017	2018	17387	5872
1123	2009	2012	5890	564
1124	1978	1990	13531	564
1125	1996	1996	13587	564
1126	2005	2009	16343	564
1127	2016	2019	5935	5936
1128	2013	2018	5983	5983
1129	1988	2012	11804	5983
1130	1982	1986	14105	5983
1131	2013	2018	18918	5983
1132	1988	1996	5989	2746
1133	2011	2011	13640	2746
1134	1999	2008	5991	3631
1135	2009	2009	9367	3631
1136	1995	1997	6025	5127
1137	1983	1983	8294	5127
1138	1994	1994	15775	5127
1139	1991	1997	18752	5127
1140	2017	2017	6026	6026
1141	1981	1998	6029	1228
1142	1991	1995	6043	6043
1143	1991	1995	6148	6043
1144	1991	1995	15785	6043
1145	1993	1998	6076	20
1146	2006	2007	8646	20
1147	2007	2010	13266	20
1148	2008	2008	6077	6077
1149	2018	2019	6138	2081
1150	2018	2019	16336	2081
1151	2015	2018	6192	570
1152	1982	2015	12602	570
1153	2019	2019	6279	6279
1154	2008	2011	6362	6362
1155	1993	1998	12615	6362
1156	2013	2019	6409	1098
1157	1977	1987	14026	1098
1158	1995	1996	6415	89
1159	1966	1993	13531	89
1160	2018	2019	6459	1795
1161	1975	1999	7253	1795
1162	2017	2018	6536	2089
1163	2016	2019	16555	2089
1164	2014	2019	6617	533
1165	2015	2019	6621	482
1166	1981	1986	6664	3372
1167	2014	2014	6683	5364
1168	2017	2018	6845	382
1169	2017	2018	18107	382
1170	2016	2019	6877	47
1171	2016	2017	9065	47
1172	2016	2019	6942	6942
1173	2016	2019	18841	6942
1174	1995	1995	7104	7104
1175	2014	2015	7124	7124
1176	2016	2017	7134	7134
1177	2007	2019	7177	2710
1178	2013	2019	7189	7189
1179	2018	2019	7248	3288
1180	2018	2019	8464	3288
1181	2013	2018	9452	3288
1182	2012	2019	11247	3288
1183	2012	2012	12132	3288
1184	2015	2015	12335	3288
1185	2018	2019	17233	3288
1186	2018	2019	7250	18
1187	2012	2017	7344	5417
1188	2015	2019	9227	5417
1189	2006	2012	7468	2334
1190	2006	2018	13688	2334
1191	2018	2019	7528	2679
1192	2016	2017	7530	359
1193	1999	2015	13087	359
1194	2006	2006	14057	359
1195	2006	2006	15355	359
1196	2006	2006	17725	359
1197	2017	2019	7589	571
1198	2013	2019	7667	577
1199	2006	2012	12609	577
1200	1988	1997	7696	1960
1201	1983	1997	10266	1960
1202	1997	1997	10421	1960
1203	1985	1995	11926	1960
1204	1984	1988	13937	1960
1205	1981	1986	14081	1960
1206	1987	1994	14791	1960
1207	2014	2014	7715	554
1208	2011	2018	7730	3707
1209	2018	2019	7774	143
1210	2005	2010	7776	2960
1211	2010	2019	15923	2960
1212	2017	2019	7813	142
1213	2012	2012	7926	4556
1214	2016	2016	7958	4556
1215	2016	2018	8530	4556
1216	1997	2018	7931	7400
1217	1994	1998	8064	754
1218	1991	1991	8324	754
1219	1991	1998	12748	754
1220	1993	1998	13852	754
1221	1994	1998	14311	754
1222	2006	2011	16482	754
1223	2005	2006	8065	8065
1224	2016	2019	8083	713
1225	2013	2018	8108	8108
1226	1987	1987	8115	5339
1227	1983	1989	9272	5339
1228	1987	1989	11766	5339
1229	1973	1994	13531	5339
1230	1976	1982	13643	5339
1231	2005	2010	16141	5339
1232	1976	1989	16948	5339
1233	1989	1990	8116	896
1234	1989	1990	12674	896
1235	2005	2007	8132	253
1236	2012	2014	8272	8272
1237	2013	2019	8306	8306
1238	2018	2019	9941	8306
1239	2018	2019	19314	8306
1240	1992	2019	8336	736
1241	2018	2019	8438	238
1242	2009	2012	14560	238
1243	2014	2017	8550	1422
1244	2014	2017	11480	1422
1245	2014	2017	11769	1422
1246	2014	2017	13982	1422
1247	2014	2017	16070	1422
1248	2014	2017	18932	1422
1249	2014	2017	19217	1422
1250	1968	1968	8622	10
1251	2019	2019	10571	10
1252	2019	2019	13034	10
1253	1985	1985	14748	10
1254	1979	1999	17396	10
1255	1968	1968	19097	10
1256	1984	2008	8624	5228
1257	2009	2019	8709	8709
1258	2008	2019	8834	38
1259	1985	1985	8839	7179
1260	1987	1990	18190	7179
1261	2017	2019	8848	141
1262	2001	2001	9532	141
1263	2007	2008	8886	873
1264	2007	2008	15487	873
1265	2013	2018	8909	61
1266	2013	2018	17699	61
1267	1976	1976	8915	2092
1268	1976	1976	17616	2092
1269	2013	2019	9010	9010
1270	2012	2016	9078	2289
1271	2019	2019	9116	31
1272	1984	1984	9207	858
1273	1988	1991	19076	858
1274	2018	2019	9220	617
1275	2010	2019	9270	9270
1276	2008	2019	9336	447
1277	1988	1988	9375	1376
1278	2010	2011	9383	7612
1279	2011	2016	9391	9391
1280	1985	2016	12269	9391
1281	2012	2016	15435	9391
1282	2018	2019	9411	243
1283	1984	1984	16428	243
1284	1984	1984	18619	243
1285	1990	1990	9461	9461
1286	2018	2019	13354	9461
1287	2018	2019	9493	2439
1288	1976	1977	10012	2439
1289	1989	1992	9557	1509
1290	2004	2012	11969	1509
1291	2018	2019	12772	1509
1292	2004	2008	9596	126
1293	2003	2008	14592	126
1294	1998	1998	9655	1698
1295	2015	2019	11040	1698
1296	1994	1999	9667	7357
1297	2000	2010	12178	7357
1298	2018	2019	9682	573
1299	1987	1987	14310	573
1300	1971	1972	9762	9762
1301	2004	2007	9780	840
1302	2004	2007	11594	840
1303	2004	2007	15592	840
1304	2007	2008	9797	9797
1305	2007	2009	9932	2219
1306	2011	2013	10061	905
1307	2009	2010	11774	905
1308	1993	1994	10067	10067
1309	1989	1992	13611	10067
1310	2008	2019	14272	10067
1311	1992	1993	18543	10067
1312	2009	2013	10213	225
1313	1993	1993	10249	10249
1314	1992	2007	10329	10329
1315	2014	2019	15108	10329
1316	2016	2017	17826	10329
1317	2005	2018	10391	10391
1318	1991	1998	10399	150
1319	2008	2008	10449	10449
1320	2015	2018	12371	10449
1321	1989	1994	10451	6929
1322	2013	2018	13357	6929
1323	1989	1994	14865	6929
1324	2009	2017	10504	421
1325	1991	1995	10558	2722
1326	1990	1990	11852	2722
1327	1990	1990	14650	2722
1328	1990	1990	17119	2722
1329	1990	1990	19499	2722
1330	1994	1994	10569	1999
1331	1994	1994	11576	1999
1332	1993	1998	12425	1999
1333	1993	1998	12505	1999
1334	1993	1998	15114	1999
1335	2015	2019	10574	10574
1336	2015	2015	11125	10574
1337	1992	1992	10670	1429
1338	1993	1995	10672	10672
1339	1995	1997	15190	10672
1340	2016	2016	10693	1442
1341	2016	2016	13191	1442
1342	2015	2019	17828	1442
1343	1982	1987	10823	10823
1344	2012	2015	10837	1882
1345	1990	1991	10866	3733
1346	2014	2019	10912	535
1347	2008	2015	10969	10969
1348	2015	2019	11011	5323
1349	2017	2019	12426	5323
1350	2014	2014	13555	5323
1351	2009	2019	11019	303
1352	2013	2016	11031	78
1353	2008	2018	11147	8724
1354	2018	2019	11158	11158
1355	2012	2012	11957	11158
1356	2013	2019	11209	5706
1357	2006	2011	14490	5706
1358	2016	2018	11259	2444
1359	2016	2018	11864	2444
1360	2016	2018	18616	2444
1361	2001	2002	11281	11281
1362	2015	2015	11305	1618
1363	1986	2009	11308	412
1364	2005	2009	11351	157
1365	2010	2018	18442	157
1366	2016	2018	11377	11377
1367	1983	1983	11383	206
1368	1991	1991	13313	206
1369	1989	1992	11408	5232
1370	2018	2019	11417	11199
1371	1991	1996	11459	11199
1372	1984	1991	11519	11519
1373	1992	1992	11558	1292
1374	2009	2013	11559	2674
1375	1978	1982	11566	11566
1376	2004	2007	11612	312
1377	2002	2011	15484	312
1378	2011	2016	16973	312
1379	1986	1986	11631	1466
1380	1986	1988	14951	1466
1381	1986	1988	15777	1466
1382	1986	1986	17122	1466
1383	1986	1988	18908	1466
1384	1986	1988	19518	1466
1385	1986	1988	19600	1466
1386	2017	2019	11632	1867
1387	2012	2017	15076	1867
1388	2004	2005	15187	1867
1389	2011	2011	11641	408
1390	2011	2014	11869	408
1391	2011	2011	13796	408
1392	2011	2013	14815	408
1393	2012	2014	15638	408
1394	2014	2014	16235	408
1395	1994	2000	11648	11648
1396	2010	2019	12993	11648
1397	2014	2014	13102	11648
1398	1979	1992	11664	11664
1399	2009	2009	11666	1874
1400	2009	2009	19102	1874
1401	2017	2019	11760	704
1402	2005	2012	13175	704
1403	2018	2019	11829	3487
1404	1994	1997	14347	3487
1405	2018	2018	11845	354
1406	2008	2011	11861	2302
1407	1988	1997	11875	7030
1408	1991	1998	11896	310
1409	1990	2019	11907	1481
1410	1991	1991	13182	1481
1411	1991	1992	13361	1481
1412	1998	1998	15887	1481
1413	1991	1998	17573	1481
1414	1991	1998	18165	1481
1415	1993	1998	11920	228
1416	1997	1997	11928	5065
1417	1982	1982	11943	543
1418	1993	2016	11946	11946
1419	1994	1997	11982	2532
1420	1993	2017	11985	924
1421	2018	2019	18115	924
1422	2004	2009	11998	414
1423	2013	2013	12689	414
1424	1996	2008	11998	3550
1425	2018	2018	13928	3550
1426	1969	1992	12009	12009
1427	1983	1990	12009	2164
1428	1999	2000	14295	2164
1429	2009	2017	12013	628
1430	1987	2019	12054	1581
1431	2005	2005	12059	12059
1432	2004	2005	17819	12059
1433	1989	2012	12163	710
1434	2009	2009	17733	710
1435	2009	2009	18449	710
1436	1991	1993	12186	2652
1437	2012	2019	12212	1131
1438	2005	2019	12239	12239
1439	1990	2018	12251	12251
1440	1997	2019	12285	12285
1441	1985	1997	12639	12285
1442	1997	1997	19603	12285
1443	2013	2013	12299	12299
1444	2009	2019	12302	857
1445	1970	1975	12306	4761
1446	1991	1994	13374	4761
1447	1970	1973	17277	4761
1448	2014	2015	12311	4606
1449	1973	1984	12337	6241
1450	1985	1988	16028	6241
1451	1979	1979	17054	6241
1452	1996	1997	12342	518
1453	2012	2019	16976	518
1454	1977	1996	17022	518
1455	1971	1993	12345	4290
1456	1981	1984	12352	370
1457	1981	1990	14322	370
1458	1975	1995	12415	11714
1459	1996	1997	16337	11714
1460	1981	1992	17258	11714
1461	1986	1991	12437	10426
1462	1993	1996	13963	10426
1463	1986	1996	19001	10426
1464	2008	2013	12486	12486
1465	2016	2017	12490	1663
1466	2013	2013	12553	12553
1467	2009	2015	12647	118
1468	2016	2017	13833	118
1469	1999	1999	12709	12709
1470	2011	2016	12723	2343
1471	2005	2005	14176	2343
1472	2005	2014	17318	2343
1473	2005	2015	19521	2343
1474	1987	1987	12729	1299
1475	2006	2009	12752	197
1476	1977	1994	13531	197
1477	1979	1982	17198	197
1478	1980	1989	17940	197
1479	2011	2011	12765	12765
1480	2010	2013	12796	32
1481	2009	2009	13292	32
1482	2010	2012	13317	32
1483	1982	1991	12828	12828
1484	2005	2011	12833	12833
1485	2018	2019	12944	1018
1486	1996	1998	14098	1018
1487	1993	2000	12978	12978
1488	1998	1998	13001	13001
1489	2018	2018	14807	13001
1490	2013	2013	13087	799
1491	2012	2012	13134	13134
1492	2010	2012	13145	5759
1493	2005	2019	13170	13170
1494	1980	2000	17917	13170
1495	1985	1998	13212	3521
1496	2004	2019	13221	11964
1497	2004	2017	13247	13247
1498	1990	1990	13289	5850
1499	1990	1991	15009	5850
1500	1991	1992	16534	5850
1501	1990	1992	18563	5850
1502	1994	1994	13321	2882
1503	1995	1995	13360	5537
1504	1995	1995	14524	5537
1505	2019	2019	13393	11039
1506	1984	1987	13441	13441
1507	2015	2019	13464	4884
1508	2007	2011	14729	4884
1509	2016	2019	13506	8522
1510	2011	2016	13606	104
1511	2015	2019	13644	302
1512	2018	2018	13655	474
1513	2018	2018	14933	474
1514	2018	2019	13693	1864
1515	2004	2019	17960	1864
1516	1995	1998	13735	1562
1517	1988	1990	13791	13791
1518	2010	2010	13808	2734
1519	2018	2019	13925	2260
1520	1994	1994	13968	13968
1521	1982	1984	13970	13968
1522	2016	2016	18202	13968
1523	1996	1997	13983	13986
1524	1994	2009	13989	2789
1525	1994	1996	14077	2889
1526	2015	2016	14123	159
1527	2011	2019	14130	13107
1528	2019	2019	14165	841
1529	1988	1992	14192	14192
1530	2014	2019	14235	2656
1531	1997	2005	14244	3523
1532	2017	2019	14796	3523
1533	2010	2017	14273	10136
1534	1983	1997	14323	278
1535	2006	2013	14455	14455
1536	2006	2010	14581	936
1537	1990	1992	14606	1767
1538	2015	2018	15409	1767
1539	1995	1996	15904	1767
1540	1991	1991	16065	1767
1541	1990	1990	16108	1767
1542	1986	1986	14608	1868
1543	1994	1997	14693	2244
1544	1990	1997	15962	2244
1545	1974	1978	14732	1578
1546	2010	2011	14738	14738
1547	2015	2019	14767	3212
1548	1981	1993	14777	513
1549	1987	1987	15722	513
1550	2012	2018	14794	3865
1551	1997	1997	14801	14801
1552	2016	2019	14841	14841
1553	2009	2014	14896	711
1554	1998	2006	14975	174
1555	2017	2019	15012	476
1556	2018	2018	15077	593
1557	1984	1987	15141	3829
1558	2018	2019	18457	3829
1559	2018	2019	15184	4262
1560	2011	2012	18845	4262
1561	1979	1979	15208	8
1562	1979	1979	18351	8
1563	1987	1997	15274	1288
1564	2016	2019	15383	897
1565	2006	2019	15389	5634
1566	1998	1998	15391	3081
1567	1984	1985	15433	3146
1568	2010	2016	15526	2313
1569	1987	1992	15529	552
1570	1993	1998	18699	552
1571	2018	2019	15559	2457
1572	2006	2006	15603	232
1573	2015	2019	19506	232
1574	2005	2018	15659	767
1575	2014	2015	15688	8270
1576	2006	2013	15691	15691
1577	2017	2018	15761	619
1578	1996	1996	15787	15787
1579	1996	1996	17874	15787
1580	1994	1995	15815	3506
1581	1994	1997	15861	12001
1582	1978	1983	15935	2747
1583	2010	2019	15968	3200
1584	1991	1993	16602	3200
1585	1991	1992	17046	3200
1586	1991	1993	17052	3200
1587	1991	1993	18894	3200
1588	1989	2009	15974	13864
1589	1989	2009	16016	2598
1590	2014	2019	16017	358
1591	2011	2011	16057	3784
1592	2009	2009	16085	2238
1593	2011	2013	19036	2238
1594	2015	2015	16240	761
1595	1971	1971	16252	184
1596	2017	2019	16263	16263
1597	2008	2015	16271	865
1598	2008	2019	16273	70
1599	2012	2019	16274	1662
1600	1987	1987	16286	1601
1601	1987	1992	16299	9
1602	2009	2010	16314	6096
1603	2006	2007	16354	6096
1604	1996	1996	16451	1211
1605	2010	2011	16482	72
1606	2013	2018	18168	72
1607	2018	2018	16497	1183
1608	1991	1992	16507	1943
1609	2009	2013	16510	6745
1610	1962	1962	16538	11549
1611	2008	2018	16556	597
1612	2015	2019	16709	11009
1613	2018	2018	16731	173
1614	2006	2011	16798	10276
1615	2004	2011	16816	4288
1616	2006	2013	16905	4325
1617	2009	2019	16920	8519
1618	2012	2015	16972	14392
1619	2015	2018	17448	14392
1620	1993	1993	17007	35
1621	1994	2018	17304	17304
1622	1988	2012	17393	151
1623	1985	1991	17473	1476
1624	2018	2019	19163	1476
1625	1993	2005	17475	224
1626	1991	1991	17570	5713
1627	1996	1996	17672	347
1628	1988	1996	17677	268
1629	1980	2009	17864	268
1630	1991	1995	17712	2575
1631	2007	2011	17739	17739
1632	1992	1997	17752	2018
1633	1986	1996	17870	694
1634	1997	2008	17929	17929
1635	1980	1984	17931	17931
1636	2013	2015	17980	17980
1637	2013	2013	18085	2167
1638	2015	2016	18087	2496
1639	2016	2019	18096	3913
1640	2005	2005	18102	16505
1641	2009	2019	18183	348
1642	2004	2017	18329	18329
1643	2013	2018	18337	6526
1644	2006	2013	18354	10030
1645	2008	2018	18471	2579
1646	1994	1994	18480	18480
1647	2009	2019	18511	14324
1648	2015	2017	18531	1433
1649	2012	2013	18551	274
1650	1988	1991	18673	418
1651	1996	1997	19223	418
1652	2017	2017	18794	18794
1653	1980	2013	18820	18820
1654	2016	2016	18893	2177
1655	2018	2019	19014	2041
1656	1989	1992	19103	526
1657	2013	2014	19191	523
1658	2009	2019	19272	2
1659	2018	2019	19343	290
1660	2014	2014	19352	110
1661	2004	2014	19375	4374
1662	2017	2019	19514	11826
1663	1991	2019	19707	4006
1664	2018	2018	19718	4397
