PaperId	JournalId	Year
2294472766	2898390257	2017
2299533066	2898390257	2016
2544035856	2898390257	2017
2546400802	2898390257	2017
2754314475	2898390257	2017
2548099645	2898390257	2017
2761223929	2898390257	2018
2347089074	2898390257	2017
2463753450	2898390257	2016
2939967464	2898390257	2019
2007221825	2898390257	2011
2007408087	2898390257	2008
2465047182	2898390257	2016
2587532878	2898390257	2017
2007681005	2898390257	2006
2007700942	2898390257	2006
2940983844	2898390257	2019
2007859192	2898390257	2012
2008055841	2898390257	2008
2942053569	2898390257	2019
2467027263	2898390257	2016
2589556455	2898390257	2017
2943418003	2898390257	2019
2932024174	2898390257	2019
1583243496	2898390257	2015
2473571157	2898390257	2016
2051317330	2898390257	2012
2008721535	2898390257	2010
2051562324	2898390257	2014
2051801075	2898390257	2011
2009281873	2898390257	2006
2475320490	2898390257	2016
2009682967	2898390257	2008
2009813155	2898390257	2013
2052600052	2898390257	2006
2010026528	2898390257	2007
2010284183	2898390257	2009
2491121651	2898390257	2016
2080823279	2898390257	2012
2081408501	2898390257	2011
2923376515	2898390257	2019
2081972471	2898390257	2010
2082013043	2898390257	2011
2604341540	2898390257	2017
2923899895	2898390257	2019
2924452585	2898390257	2019
2605129340	2898390257	2017
2605427154	2898390257	2017
2925171440	2898390257	2019
2027003862	2898390257	2011
2027067635	2898390257	2014
1995363609	2898390257	2009
2027271970	2898390257	2011
2028070644	2898390257	2008
1996567892	2898390257	2013
2291485905	2898390257	2016
2293721985	2898390257	2016
2294045555	2898390257	2016
2294246329	2898390257	2016
2030682731	2898390257	2013
2069790468	2898390257	2007
2580012136	2898390257	2017
2031094730	2898390257	2006
2118688725	2898390257	2013
2031410667	2898390257	2012
2070600895	2898390257	2013
2070630127	2898390257	2011
2031747342	2898390257	2012
2032070279	2898390257	2007
2582484639	2898390257	2017
2071212196	2898390257	2008
2071213110	2898390257	2011
2582567501	2898390257	2017
2583332089	2898390257	2017
2583336462	2898390257	2017
2584867116	2898390257	2017
2585694620	2898390257	2017
1969702326	2898390257	2012
1969930386	2898390257	2011
1971050909	2898390257	2014
1971059227	2898390257	2015
2416843538	2898390257	2016
2038118930	2898390257	2014
2064148679	2898390257	2011
2064233919	2898390257	2011
2042091113	2898390257	2010
2064700357	2898390257	2007
2159554154	2898390257	2012
2042637750	2898390257	2007
2038835012	2898390257	2006
2065080014	2898390257	2007
2065263222	2898390257	2009
2039469216	2898390257	2006
2065517126	2898390257	2011
2039633800	2898390257	2013
2875440427	2898390257	2018
212701423	2898390257	2015
1989835170	2898390257	2013
1990013296	2898390257	2015
2084914077	2898390257	2011
1990191520	2898390257	2008
1990309956	2898390257	2014
2085181843	2898390257	2007
2085820778	2898390257	2008
1991164591	2898390257	2013
1991321638	2898390257	2009
2056852774	2898390257	2007
2056946088	2898390257	2014
2090276858	2898390257	2011
2090711493	2898390257	2010
2090837695	2898390257	2012
2090933101	2898390257	2008
2091730858	2898390257	2009
2887550102	2898390257	2018
2897571422	2898390257	2019
2058918697	2898390257	2009
2059071279	2898390257	2012
2898460279	2898390257	2019
2059507471	2898390257	2012
2059533373	2898390257	2011
2059572554	2898390257	2008
2061517148	2898390257	2007
2061584083	2898390257	2009
2059755754	2898390257	2011
2899020963	2898390257	2019
2899141631	2898390257	2019
2344253522	2898390257	2016
2060123032	2898390257	2006
2060223402	2898390257	2011
2899501079	2898390257	2019
2899598274	2898390257	2019
2060398695	2898390257	2012
2060411943	2898390257	2013
2899905871	2898390257	2019
2899941338	2898390257	2019
2900025356	2898390257	2019
2900103014	2898390257	2019
2900236819	2898390257	2019
2900243176	2898390257	2019
2345933608	2898390257	2016
2086261146	2898390257	2011
2087026238	2898390257	2009
2745443454	2898390257	2006
2087930802	2898390257	2010
2409112690	2898390257	2016
2075932078	2898390257	2013
2076770943	2898390257	2010
2055039116	2898390257	2009
2055164914	2898390257	2011
2001260161	2898390257	2014
2055275136	2898390257	2015
2110244560	2898390257	2008
2110270936	2898390257	2012
2002292626	2898390257	2009
2002337072	2898390257	2013
2056682977	2898390257	2013
2901476472	2898390257	2019
1988331597	2898390257	2009
2901881922	2898390257	2019
2902265967	2898390257	2019
2904814193	2898390257	2019
1984212572	2898390257	2011
2010641050	2898390257	2011
1984533311	2898390257	2014
1984563600	2898390257	2010
2763490262	2898390257	2018
1984849595	2898390257	2006
1985233999	2898390257	2013
1985334167	2898390257	2011
1985381940	2898390257	2008
1985512312	2898390257	2006
2765256522	2898390257	2018
1985961449	2898390257	2013
2766046522	2898390257	2018
2766545653	2898390257	2018
2494831982	2898390257	2016
2066633611	2898390257	2008
2053759600	2898390257	2014
2054272277	2898390257	2006
2054655600	2898390257	2014
1973101085	2898390257	2006
1974806308	2898390257	2012
1974837860	2898390257	2010
2247216334	2898390257	2016
2521836524	2898390257	2016
2751783469	2898390257	2017
2752139751	2898390257	2017
2752335660	2898390257	2017
2486256166	2898390257	2016
2152038497	2898390257	2011
1993455034	2898390257	2013
1993489314	2898390257	2012
1964212466	2898390257	2006
2102777067	2898390257	2012
2767376444	2898390257	2018
1964505441	2898390257	2008
2153270524	2898390257	2010
1964668122	2898390257	2006
1994240754	2898390257	2009
2147375789	2898390257	2013
1994309360	2898390257	2008
2103588717	2898390257	2007
2767905653	2898390257	2018
1994486644	2898390257	2006
1965002009	2898390257	2011
2103942289	2898390257	2010
2103945001	2898390257	2011
2768053809	2898390257	2018
1994899499	2898390257	2008
1965541797	2898390257	2010
2176279890	2898390257	2016
2177318387	2898390257	2015
2937934190	2898390257	2019
2938637736	2898390257	2019
2893697303	2898390257	2018
2893856100	2898390257	2018
2122780011	2898390257	2007
2894621812	2898390257	2019
2895491993	2898390257	2018
2896620552	2898390257	2018
2897312437	2898390257	2019
2897399050	2898390257	2019
2149376590	2898390257	2009
2770742313	2898390257	2018
2772332173	2898390257	2018
2772736016	2898390257	2018
2468637886	2898390257	2016
2071659977	2898390257	2007
2792319163	2898390257	2018
2047599761	2898390257	2006
2792429357	2898390257	2018
2071929130	2898390257	2011
2047956758	2898390257	2010
2048001332	2898390257	2014
2792978143	2898390257	2018
2793077796	2898390257	2018
2072933605	2898390257	2007
2048791591	2898390257	2009
2073006475	2898390257	2006
2073034057	2898390257	2014
2073359130	2898390257	2009
2471823350	2898390257	2016
2794515233	2898390257	2018
2472462202	2898390257	2016
2105054709	2898390257	2009
2913047933	2898390257	2019
2913171134	2898390257	2019
2913357387	2898390257	2019
2913455580	2898390257	2019
2913846313	2898390257	2019
2914329890	2898390257	2019
1840581595	2898390257	2015
2263735878	2898390257	2016
2915418817	2898390257	2019
2916123969	2898390257	2019
2916249951	2898390257	2019
2503073614	2898390257	2016
2003297145	2898390257	2009
2003366622	2898390257	2009
2003650007	2898390257	2006
2004003961	2898390257	2015
2004012959	2898390257	2015
2004073706	2898390257	2010
2004319306	2898390257	2006
2004443868	2898390257	2007
2402274415	2898390257	2016
2507684241	2898390257	2016
2508296192	2898390257	2016
1018815592	2898390257	2015
1982427950	2898390257	2014
2079110908	2898390257	2012
2017963774	2898390257	2013
2018217461	2898390257	2006
2156219383	2898390257	2009
1982976705	2898390257	2006
1983158294	2898390257	2012
2079838612	2898390257	2011
2079853101	2898390257	2006
2018916544	2898390257	2013
1983619910	2898390257	2007
1983684000	2898390257	2008
2157977340	2898390257	2010
2019362988	2898390257	2006
1983963600	2898390257	2013
2019483577	2898390257	2011
2019536347	2898390257	2013
2019537518	2898390257	2009
2080758610	2898390257	2013
1976856090	2898390257	2007
1977994790	2898390257	2014
1978019215	2898390257	2015
1978451826	2898390257	2008
2029208160	2898390257	2014
2724983859	2898390257	2017
2029724104	2898390257	2013
2560885860	2898390257	2017
2030028778	2898390257	2014
2933552881	2898390257	2019
2100449781	2898390257	2010
2274195901	2898390257	2016
2210141372	2898390257	2006
2211888107	2898390257	2016
1980454291	2898390257	2010
2909516435	2898390257	2019
2068189282	2898390257	2011
2909743523	2898390257	2019
2068319281	2898390257	2011
2083186311	2898390257	2006
2068666901	2898390257	2007
1981292968	2898390257	2015
1981293758	2898390257	2012
2083696661	2898390257	2007
2068979417	2898390257	2013
2069001239	2898390257	2006
2910896324	2898390257	2019
2069158957	2898390257	2006
1981753480	2898390257	2006
1981768609	2898390257	2015
2911129675	2898390257	2019
2911141845	2898390257	2019
2069455912	2898390257	2008
2084274876	2898390257	2006
2084322701	2898390257	2011
1982251677	2898390257	2010
2069704677	2898390257	2012
2911681203	2898390257	2019
2911879272	2898390257	2019
2912017209	2898390257	2019
2016244485	2898390257	2011
2016557901	2898390257	2010
2805499623	2898390257	2018
2017437689	2898390257	2006
777002116	2898390257	2015
2807148214	2898390257	2018
2877624989	2898390257	2018
2808208422	2898390257	2018
2078159730	2898390257	2014
2078385331	2898390257	2011
2097844443	2898390257	2008
2078622321	2898390257	2010
2602393221	2898390257	2017
1997430891	2898390257	2012
1997558020	2898390257	2008
1998154227	2898390257	2010
1998280529	2898390257	2015
1998806697	2898390257	2011
1998922351	2898390257	2010
2364420927	2898390257	2016
2883648847	2898390257	2019
2131844494	2898390257	2006
587726583	2898390257	2015
2515364580	2898390257	2016
2137084624	2898390257	2012
2062914911	2898390257	2007
2063210826	2898390257	2007
2517203482	2898390257	2016
2517628299	2898390257	2016
2063998647	2898390257	2011
2520101662	2898390257	2016
2124262852	2898390257	2008
2808930590	2898390257	2018
2809231887	2898390257	2018
2809986350	2898390257	2018
2810155829	2898390257	2018
2810678696	2898390257	2018
2811066266	2898390257	2018
631009322	2898390257	2015
2224088794	2898390257	2016
2229158541	2898390257	2016
2230716129	2898390257	2016
2436785466	2898390257	2016
2019797542	2898390257	2013
2021826574	2898390257	2007
2128087648	2898390257	2011
2020233091	2898390257	2007
2022398106	2898390257	2015
2020682308	2898390257	2006
2020810449	2898390257	2007
2022900405	2898390257	2012
2021090131	2898390257	2013
1986308419	2898390257	2006
1986400478	2898390257	2010
1979340000	2898390257	2013
1986987640	2898390257	2011
2041091356	2898390257	2014
2041266610	2898390257	2013
2041296484	2898390257	2010
2534309518	2898390257	2016
2041567854	2898390257	2006
1980242048	2898390257	2012
1987631422	2898390257	2007
2041663081	2898390257	2006
2512149681	2898390257	2016
2041842787	2898390257	2012
2512549287	2898390257	2016
2512632194	2898390257	2016
2539116248	2898390257	2017
2539343739	2898390257	2017
2333287595	2898390257	2016
2569803469	2898390257	2017
1059972268	2898390257	2015
1104340590	2898390257	2015
1110022768	2898390257	2015
2335487140	2898390257	2011
1178602715	2898390257	2015
1187766646	2898390257	2015
418965648	2898390257	2015
2050002076	2898390257	2010
2889082168	2898390257	2018
2050334821	2898390257	2006
2050478719	2898390257	2011
2050531423	2898390257	2012
2889622461	2898390257	2018
2889637486	2898390257	2018
2050645484	2898390257	2010
2738325070	2898390257	2017
2051036692	2898390257	2009
2890682882	2898390257	2018
2890712886	2898390257	2018
2738958904	2898390257	2017
2739595754	2898390257	2017
2739808354	2898390257	2017
2025361267	2898390257	2010
2025428992	2898390257	2008
2036656257	2898390257	2010
2036738539	2898390257	2006
2036882481	2898390257	2008
2036894670	2898390257	2006
2025795405	2898390257	2011
2036988777	2898390257	2007
2037228709	2898390257	2010
2026297186	2898390257	2009
2026426313	2898390257	2011
2037658970	2898390257	2009
2037928170	2898390257	2012
2038081005	2898390257	2013
2797616483	2898390257	2018
2799594458	2898390257	2018
2799766738	2898390257	2018
1965785357	2898390257	2006
1966084694	2898390257	2014
1966116305	2898390257	2010
1966180953	2898390257	2012
2626238768	2898390257	2017
1966725955	2898390257	2008
2312402197	2898390257	2016
1967275036	2898390257	2013
1967336004	2898390257	2012
1967455017	2898390257	2008
1967594587	2898390257	2008
2606551379	2898390257	2017
2012632550	2898390257	2009
2606842029	2898390257	2017
2012837146	2898390257	2015
2012850041	2898390257	2011
2012940307	2898390257	2009
2012965773	2898390257	2006
2013007537	2898390257	2006
1968508370	2898390257	2006
2789947474	2898390257	2018
2789960933	2898390257	2018
1968618612	2898390257	2014
2013351781	2898390257	2011
2790246222	2898390257	2018
2013784218	2898390257	2013
2791109023	2898390257	2018
2791956010	2898390257	2018
2591823688	2898390257	2017
2592480242	2898390257	2017
2593332445	2898390257	2017
2827056258	2898390257	2018
1991918794	2898390257	2015
1992013618	2898390257	2007
1992143964	2898390257	2011
1992156121	2898390257	2013
2143838640	2898390257	2009
2301836771	2898390257	2016
2005935011	2898390257	2010
2005943678	2898390257	2011
2005971338	2898390257	2009
2006225521	2898390257	2014
2398462700	2898390257	2016
2023501278	2898390257	2012
2023845935	2898390257	2007
2024253963	2898390257	2014
2025103076	2898390257	2014
895822482	2898390257	2015
2044001640	2898390257	2013
2092245587	2898390257	2010
2044423700	2898390257	2013
2092758526	2898390257	2013
2044718550	2898390257	2008
2092919051	2898390257	2014
2044850011	2898390257	2010
2045242104	2898390257	2013
2093383621	2898390257	2013
2268742980	2898390257	2016
2617787473	2898390257	2017
2413257246	2898390257	2016
2618683460	2898390257	2017
2620160602	2898390257	2017
2088412095	2898390257	2007
2045874312	2898390257	2010
2034972938	2898390257	2009
2088664331	2898390257	2006
2088820164	2898390257	2007
2035310692	2898390257	2008
2035380145	2898390257	2011
2035433641	2898390257	2008
2046576929	2898390257	2010
2035469908	2898390257	2009
2035575669	2898390257	2008
2801263463	2898390257	2018
2089427902	2898390257	2007
2046886937	2898390257	2009
2035823768	2898390257	2008
2035971850	2898390257	2013
2047144817	2898390257	2011
2089747073	2898390257	2007
2089769452	2898390257	2006
2802171686	2898390257	2019
2802449620	2898390257	2018
2802679766	2898390257	2018
2802819000	2898390257	2018
2115772979	2898390257	2012
2461045826	2898390257	2016
2117064866	2898390257	2007
2916837631	2898390257	2019
1975106929	2898390257	2010
1975695898	2898390257	2007
2417741607	2898390257	2016
1975893478	2898390257	2014
1975963410	2898390257	2006
1976327047	2898390257	2006
2918366151	2898390257	2019
1976489910	2898390257	2015
2918624246	2898390257	2019
2919519755	2898390257	2019
2921391381	2898390257	2019
2922309161	2898390257	2019
2922425590	2898390257	2019
2905229079	2898390257	2019
2621258829	2898390257	2017
2905625901	2898390257	2019
2906465635	2898390257	2019
2907446420	2898390257	2019
2907653715	2898390257	2019
2907855194	2898390257	2019
2908508599	2898390257	2019
2908928658	2898390257	2019
2909078320	2898390257	2019
2032674647	2898390257	2012
2032712735	2898390257	2013
2740755022	2898390257	2017
2112566056	2898390257	2009
2741313937	2898390257	2017
2135882546	2898390257	2009
2034218288	2898390257	2014
2743028827	2898390257	2017
1971588634	2898390257	2012
1972108421	2898390257	2006
1972186306	2898390257	2011
1972300442	2898390257	2012
2095017759	2898390257	2010
1972525759	2898390257	2006
2569390081	2898390257	2017
2757326513	2898390257	2017
2073730638	2898390257	2009
2073761650	2898390257	2012
2014709315	2898390257	2007
2014713801	2898390257	2015
1999666431	2898390257	2007
1999874837	2898390257	2010
2000057424	2898390257	2011
2169789753	2898390257	2006
2015188238	2898390257	2012
2074639158	2898390257	2012
2000491002	2898390257	2015
2015633183	2898390257	2009
2015736292	2898390257	2009
2000758906	2898390257	2009
